Unnamed: 0,Audible_Title,Audible_Subtitle,Audible_Author,Audible_Link,Image_Link,Audible_Category,Book ID,Goodreads Title,Goodreads Author,Goodreads_Link,Goodreads Search URL,Goodreads_Rating,Number_of_Ratings,Ratings combination,Goodreads search
221,Cold Harbor,Gibson Vaughn,Matthew FitzSimmons,https://www.audible.com/pd/Cold-Harbor-Audiobook/B0751T4MQM?qid=1630755534&sr=1-49&ref=a_special-p_c3_lProduct_1_49&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=K83JPFE0WZSD2PYENWZH,https://m.media-amazon.com/images/I/51VPBsSXMvL._SL500_.jpg,Mysteries & Thrillers,139,"Cold Harbor (Gibson Vaughn, #3)",Matthew FitzSimmons,https://www.goodreads.com/book/show/31697706-cold-harbor?from_search=true&from_srp=true&qid=kRghGNvDGj&rank=1,https://www.goodreads.com/search?q=Cold+Harbor+Matthew+FitzSimmons,4.16,6355,4.16,https://www.goodreads.com/search?q=Cold Harbor+Matthew FitzSimmons
222,The Bodies in the Library,"A First Edition Library Mystery, Book 1",Marty Wingate,https://www.audible.com/pd/The-Bodies-in-the-Library-Audiobook/0593151437?qid=1630755534&sr=1-50&ref=a_special-p_c3_lProduct_1_50&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=K83JPFE0WZSD2PYENWZH,https://m.media-amazon.com/images/I/51cUBP-MkxL._SL500_.jpg,Mysteries & Thrillers,140,"The Bodies in the Library (First Edition Library Mystery, #1)",Marty Wingate,https://www.goodreads.com/book/show/45141896-the-bodies-in-the-library?from_search=true&from_srp=true&qid=85SJ5afz7c&rank=1,https://www.goodreads.com/search?q=The+Bodies+in+the+Library+Marty+Wingate,3.66,1409,3.66,https://www.goodreads.com/search?q=The Bodies in the Library+Marty Wingate
223,A Test of Wills,,Charles Todd,https://www.audible.com/pd/A-Test-of-Wills-Audiobook/B009CZO2JE?qid=1630755545&sr=1-51&ref=a_special-p_c3_lProduct_2_1&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=E3BVNAK9BXGD51JDTCCM,https://m.media-amazon.com/images/I/51SBWHY6s5S._SL500_.jpg,Mysteries & Thrillers,141,"A Test of Wills (Inspector Ian Rutledge, #1)",Charles Todd,https://www.goodreads.com/book/show/129561.A_Test_of_Wills?from_search=true&from_srp=true&qid=2d56gCYnDL&rank=1,https://www.goodreads.com/search?q=A+Test+of+Wills+Charles+Todd,3.88,15517,3.88,https://www.goodreads.com/search?q=A Test of Wills+Charles Todd
226,The Last to See Her,A Novel,Courtney Evan Tate,https://www.audible.com/pd/The-Last-to-See-Her-Audiobook/1488210071?qid=1630755545&sr=1-52&ref=a_special-p_c3_lProduct_2_2&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=E3BVNAK9BXGD51JDTCCM,https://m.media-amazon.com/images/I/51bsFbmN22L._SL500_.jpg,Mysteries & Thrillers,142,The Last to See Her,Courtney Evan Tate,https://www.goodreads.com/book/show/45422551-the-last-to-see-her?from_search=true&from_srp=true&qid=DIe0Ow6yvC&rank=1,https://www.goodreads.com/search?q=The+Last+to+See+Her+Courtney+Evan+Tate,3.46,1469,3.46,https://www.goodreads.com/search?q=The Last to See Her+Courtney Evan Tate
227,First Cut,,"Judy Melinek, T.J. Mitchell",https://www.audible.com/pd/First-Cut-Audiobook/1488207801?qid=1630755545&sr=1-53&ref=a_special-p_c3_lProduct_2_3&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=E3BVNAK9BXGD51JDTCCM,https://m.media-amazon.com/images/I/41ZeNLs3fEL._SL500_.jpg,Mysteries & Thrillers,143,"First Cut (Jessie Teska, #1)",Judy Melinek,https://www.goodreads.com/book/show/43986727-first-cut?from_search=true&from_srp=true&qid=j0rD17CTAu&rank=1,"https://www.goodreads.com/search?q=First+Cut+Judy+Melinek,+T.J.+Mitchell",3.81,1180,3.81,"https://www.goodreads.com/search?q=First Cut+Judy Melinek, T.J. Mitchell"
228,The Punch Escrow,,Tal M. Klein,https://www.audible.com/pd/The-Punch-Escrow-Audiobook/B0744R3PY6?qid=1630755545&sr=1-54&ref=a_special-p_c3_lProduct_2_4&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=E3BVNAK9BXGD51JDTCCM,https://m.media-amazon.com/images/I/51DqusthY2L._SL500_.jpg,Mysteries & Thrillers,144,The Punch Escrow,Tal M. Klein,https://www.goodreads.com/book/show/32446949-the-punch-escrow?from_search=true&from_srp=true&qid=41dxBixH69&rank=1,https://www.goodreads.com/search?q=The+Punch+Escrow+Tal+M.+Klein,3.61,5118,3.61,https://www.goodreads.com/search?q=The Punch Escrow+Tal M. Klein
229,A Crooked Tree,A Novel,Una Mannion,https://www.audible.com/pd/A-Crooked-Tree-Audiobook/0063049880?qid=1630755545&sr=1-55&ref=a_special-p_c3_lProduct_2_5&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=E3BVNAK9BXGD51JDTCCM,https://m.media-amazon.com/images/I/41w9w37axbL._SL500_.jpg,Mysteries & Thrillers,145,A Crooked Tree,Una Mannion,https://www.goodreads.com/book/show/54236137-a-crooked-tree?from_search=true&from_srp=true&qid=I6YaLJeEDn&rank=1,https://www.goodreads.com/search?q=A+Crooked+Tree+Una+Mannion,3.81,2736,3.81,https://www.goodreads.com/search?q=A Crooked Tree+Una Mannion
230,None Shall Sleep,,Ellie Marney,https://www.audible.com/pd/None-Shall-Sleep-Audiobook/1549158651?qid=1630755545&sr=1-56&ref=a_special-p_c3_lProduct_2_6&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=E3BVNAK9BXGD51JDTCCM,https://m.media-amazon.com/images/I/51-nK+ELt5L._SL500_.jpg,"Mysteries & Thrillers, Kids & Teen",146,None Shall Sleep,Ellie Marney,https://www.goodreads.com/book/show/50358134-none-shall-sleep?from_search=true&from_srp=true&qid=BlgMJWJtHO&rank=1,https://www.goodreads.com/search?q=None+Shall+Sleep+Ellie+Marney,4.01,2850,4.01,https://www.goodreads.com/search?q=None Shall Sleep+Ellie Marney
231,The Kill Club,,Wendy Heard,https://www.audible.com/pd/The-Kill-Club-Audiobook/1488207992?qid=1630755545&sr=1-57&ref=a_special-p_c3_lProduct_2_7&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=E3BVNAK9BXGD51JDTCCM,https://m.media-amazon.com/images/I/51UBW1+u+1L._SL500_.jpg,Mysteries & Thrillers,147,The Kill Club,Wendy Heard,https://www.goodreads.com/book/show/43599925-the-kill-club?from_search=true&from_srp=true&qid=v0sokcXtMi&rank=1,https://www.goodreads.com/search?q=The+Kill+Club+Wendy+Heard,3.98,1161,3.98,https://www.goodreads.com/search?q=The Kill Club+Wendy Heard
232,A Madness of Sunshine,,Nalini Singh,https://www.audible.com/pd/A-Madness-of-Sunshine-Audiobook/0593153502?qid=1630755545&sr=1-58&ref=a_special-p_c3_lProduct_2_8&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=E3BVNAK9BXGD51JDTCCM,https://m.media-amazon.com/images/I/51hvv2+DASL._SL500_.jpg,Mysteries & Thrillers,148,A Madness of Sunshine,Nalini Singh,https://www.goodreads.com/book/show/44525771-a-madness-of-sunshine?from_search=true&from_srp=true&qid=fRZ9cjslPJ&rank=1,https://www.goodreads.com/search?q=A+Madness+of+Sunshine+Nalini+Singh,3.86,6353,3.86,https://www.goodreads.com/search?q=A Madness of Sunshine+Nalini Singh
233,The Glass Woman,A Novel,Caroline Lea,https://www.audible.com/pd/The-Glass-Woman-Audiobook/006297257X?qid=1630755545&sr=1-59&ref=a_special-p_c3_lProduct_2_9&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=E3BVNAK9BXGD51JDTCCM,https://m.media-amazon.com/images/I/512puNaGbtL._SL500_.jpg,Mysteries & Thrillers,149,The Glass Woman,Caroline Lea,https://www.goodreads.com/book/show/40917716-the-glass-woman?from_search=true&from_srp=true&qid=dAScbaX97m&rank=1,https://www.goodreads.com/search?q=The+Glass+Woman+Caroline+Lea,3.73,4577,3.73,https://www.goodreads.com/search?q=The Glass Woman+Caroline Lea
234,Salvation Day,,Kali Wallace,https://www.audible.com/pd/Salvation-Day-Audiobook/1984890581?qid=1630755545&sr=1-60&ref=a_special-p_c3_lProduct_2_10&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=E3BVNAK9BXGD51JDTCCM,https://m.media-amazon.com/images/I/51tX-67CyJL._SL500_.jpg,Mysteries & Thrillers,150,Salvation Day,Kali Wallace,https://www.goodreads.com/book/show/39918548-salvation-day?from_search=true&from_srp=true&qid=cHgQ5kjyIc&rank=1,https://www.goodreads.com/search?q=Salvation+Day+Kali+Wallace,3.75,1251,3.75,https://www.goodreads.com/search?q=Salvation Day+Kali Wallace
235,Do No Harm,,Christina McDonald,https://www.audible.com/pd/Do-No-Harm-Audiobook/1797117742?qid=1630755545&sr=1-61&ref=a_special-p_c3_lProduct_2_11&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=E3BVNAK9BXGD51JDTCCM,https://m.media-amazon.com/images/I/51pmlCihGbL._SL500_.jpg,Mysteries & Thrillers,151,Do No Harm,Christina  McDonald,https://www.goodreads.com/book/show/54304103-do-no-harm?from_search=true&from_srp=true&qid=a9XJ4sv1Da&rank=1,https://www.goodreads.com/search?q=Do+No+Harm+Christina+McDonald,3.63,3284,3.63,https://www.goodreads.com/search?q=Do No Harm+Christina McDonald
236,The Prized Girl,A Novel,Amy K. Green,https://www.audible.com/pd/The-Prized-Girl-Audiobook/0593146409?qid=1630755545&sr=1-62&ref=a_special-p_c3_lProduct_2_12&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=E3BVNAK9BXGD51JDTCCM,https://m.media-amazon.com/images/I/51WBaqciEGL._SL500_.jpg,Mysteries & Thrillers,152,The Prized Girl,Amy K. Green,https://www.goodreads.com/book/show/43913930-the-prized-girl?from_search=true&from_srp=true&qid=hEpbSIkBYm&rank=1,https://www.goodreads.com/search?q=The+Prized+Girl+Amy+K.+Green,3.68,2124,3.68,https://www.goodreads.com/search?q=The Prized Girl+Amy K. Green
237,Bad Monkeys,A Novel,Matt Ruff,https://www.audible.com/pd/Bad-Monkeys-Audiobook/006300528X?qid=1630755545&sr=1-63&ref=a_special-p_c3_lProduct_2_13&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=E3BVNAK9BXGD51JDTCCM,https://m.media-amazon.com/images/I/41oju9c-kRL._SL500_.jpg,Mysteries & Thrillers,153,Bad Monkeys,Matt Ruff,https://www.goodreads.com/book/show/71845.Bad_Monkeys?from_search=true&from_srp=true&qid=e0XQrSSgfS&rank=1,https://www.goodreads.com/search?q=Bad+Monkeys+Matt+Ruff,3.62,9571,3.62,https://www.goodreads.com/search?q=Bad Monkeys+Matt Ruff
238,The Favorite Daughter,A Novel,Kaira Rouda,https://www.audible.com/pd/The-Favorite-Daughter-Audiobook/1488205736?qid=1630755545&sr=1-64&ref=a_special-p_c3_lProduct_2_14&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=E3BVNAK9BXGD51JDTCCM,https://m.media-amazon.com/images/I/51UeORCwhoL._SL500_.jpg,Mysteries & Thrillers,154,The Favorite Daughter,Kaira Rouda,https://www.goodreads.com/book/show/39973248-the-favorite-daughter?from_search=true&from_srp=true&qid=KYqxU1d24C&rank=1,https://www.goodreads.com/search?q=The+Favorite+Daughter+Kaira+Rouda,3.51,6955,3.51,https://www.goodreads.com/search?q=The Favorite Daughter+Kaira Rouda
240,The Dead of the Night,Tomorrow Series #2,John Marsden,https://www.audible.com/pd/The-Dead-of-the-Night-Audiobook/B002V0QRN6?qid=1630755545&sr=1-65&ref=a_special-p_c3_lProduct_2_15&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=E3BVNAK9BXGD51JDTCCM,https://m.media-amazon.com/images/I/513GqWDTZPL._SL500_.jpg,"Mysteries & Thrillers, Kids & Teen",155,"The Dead of Night (Tomorrow, #2)",John Marsden,https://www.goodreads.com/book/show/71864.The_Dead_of_Night?from_search=true&from_srp=true&qid=cP8wt1E9xg&rank=2,https://www.goodreads.com/search?q=The+Dead+of+the+Night+John+Marsden,4.11,21534,4.11,https://www.goodreads.com/search?q=The Dead of the Night+John Marsden
241,The Homecoming,,Alan Russell,https://www.audible.com/pd/The-Homecoming-Audiobook/B071YWVZR1?qid=1630755545&sr=1-66&ref=a_special-p_c3_lProduct_2_16&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=E3BVNAK9BXGD51JDTCCM,https://m.media-amazon.com/images/I/51Rx25JxrXL._SL500_.jpg,Mysteries & Thrillers,156,The Homecoming,Alan Russell,https://www.goodreads.com/book/show/33630709-the-homecoming?from_search=true&from_srp=true&qid=zbxHrWs50i&rank=1,https://www.goodreads.com/search?q=The+Homecoming+Alan+Russell,4.01,992,4.01,https://www.goodreads.com/search?q=The Homecoming+Alan Russell
242,"Black Leopard, Red Wolf","The Dark Star Trilogy, Book 1",Marlon James,https://www.audible.com/pd/Black-Leopard-Red-Wolf-Audiobook/0525526838?qid=1630755562&sr=1-1&ref=a_special-p_c3_lProduct_1_1&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=25KWGEPKB9AS6XYPTHTS,https://m.media-amazon.com/images/I/51lHpuOAemL._SL500_.jpg,Sci-Fi & Fantasy,157,"Black Leopard, Red Wolf",Marlon James,https://www.goodreads.com/book/show/50608676-black-leopard-red-wolf?from_search=true&from_srp=true&qid=Hhm8hUqnmH&rank=2,"https://www.goodreads.com/search?q=Black+Leopard,+Red+Wolf+Marlon+James",3.43,19427,3.43,"https://www.goodreads.com/search?q=Black Leopard, Red Wolf+Marlon James"
243,Nordic Tales,"Folktales from Norway, Sweden, Finland, Iceland, and Denmark",Chronicle Books,https://www.audible.com/pd/Nordic-Tales-Audiobook/1797200038?qid=1630755562&sr=1-2&ref=a_special-p_c3_lProduct_1_2&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=25KWGEPKB9AS6XYPTHTS,https://m.media-amazon.com/images/I/61dqJYEY0iL._SL500_.jpg,Sci-Fi & Fantasy,158,"Nordic Tales: Folktales from Norway, Sweden, Finland, Iceland, and Denmark",Chronicle Books,https://www.goodreads.com/book/show/51068836-nordic-tales?from_search=true&from_srp=true&qid=iPpTtsO3ba&rank=1,https://www.goodreads.com/search?q=Nordic+Tales+Chronicle+Books,4,750,4,https://www.goodreads.com/search?q=Nordic Tales+Chronicle Books
244,The Bone Houses,,Emily Lloyd-Jones,https://www.audible.com/pd/The-Bone-Houses-Audiobook/1549124072?qid=1630755562&sr=1-3&ref=a_special-p_c3_lProduct_1_3&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=25KWGEPKB9AS6XYPTHTS,https://m.media-amazon.com/images/I/51QyAWUfjbL._SL500_.jpg,"Sci-Fi & Fantasy, Kids & Teen",159,The Bone Houses,Emily Lloyd-Jones,https://www.goodreads.com/book/show/36524503-the-bone-houses?from_search=true&from_srp=true&qid=jT16do40l9&rank=1,https://www.goodreads.com/search?q=The+Bone+Houses+Emily+Lloyd-Jones,4.02,12656,4.02,https://www.goodreads.com/search?q=The Bone Houses+Emily Lloyd-Jones
,The City We Became,,N. K. Jemisin,https://www.audible.com/pd/The-City-We-Became-Audiobook/1549119737?qid=1630755562&sr=1-4&ref=a_special-p_c3_lProduct_1_4&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=25KWGEPKB9AS6XYPTHTS,https://m.media-amazon.com/images/I/61-UFgsAKBL._SL500_.jpg,Sci-Fi & Fantasy,160,,,https://www.goodreads.com/book/show/42074525-the-city-we-became?from_search=true&from_srp=true&qid=hMOsNxAEbE&rank=1,,,,4,https://www.goodreads.com/search?q=The City We Became+N. K. Jemisin
245,My Life as a White Trash Zombie,,Diana Rowland,https://www.audible.com/pd/My-Life-as-a-White-Trash-Zombie-Audiobook/B008EL7A28?qid=1630755562&sr=1-5&ref=a_special-p_c3_lProduct_1_5&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=25KWGEPKB9AS6XYPTHTS,https://m.media-amazon.com/images/I/51n1tbKo5vL._SL500_.jpg,Sci-Fi & Fantasy,161,"My Life as a White Trash Zombie (White Trash Zombie, #1)",Diana Rowland,https://www.goodreads.com/book/show/9640626-my-life-as-a-white-trash-zombie?from_search=true&from_srp=true&qid=POozB96p4X&rank=1,https://www.goodreads.com/search?q=My+Life+as+a+White+Trash+Zombie+Diana+Rowland,3.94,12704,3.94,https://www.goodreads.com/search?q=My Life as a White Trash Zombie+Diana Rowland
246,Bearers of the Black Staff,,Terry Brooks,https://www.audible.com/pd/Bearers-of-the-Black-Staff-Audiobook/B003ZVVZKK?qid=1630755562&sr=1-6&ref=a_special-p_c3_lProduct_1_6&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=25KWGEPKB9AS6XYPTHTS,https://m.media-amazon.com/images/I/51iXrJq2wxL._SL500_.jpg,Sci-Fi & Fantasy,162,"Bearers of the Black Staff (Legends of Shannara, #1)",Terry Brooks,https://www.goodreads.com/book/show/7302794-bearers-of-the-black-staff?from_search=true&from_srp=true&qid=HFvzGtPgmu&rank=1,https://www.goodreads.com/search?q=Bearers+of+the+Black+Staff+Terry+Brooks,4.05,9847,4.05,https://www.goodreads.com/search?q=Bearers of the Black Staff+Terry Brooks
247,The Bone Ships,,RJ Barker,https://www.audible.com/pd/The-Bone-Ships-Audiobook/1549124064?qid=1630755562&sr=1-7&ref=a_special-p_c3_lProduct_1_7&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=25KWGEPKB9AS6XYPTHTS,https://m.media-amazon.com/images/I/61m-FmUg9cL._SL500_.jpg,Sci-Fi & Fantasy,163,"The Bone Ships (The Tide Child, #1)",R.J.  Barker,https://www.goodreads.com/book/show/43521682-the-bone-ships?from_search=true&from_srp=true&qid=k9goaRMZnL&rank=1,https://www.goodreads.com/search?q=The+Bone+Ships+RJ+Barker,4.12,3018,4.12,https://www.goodreads.com/search?q=The Bone Ships+RJ Barker
249,Magician: Master,"Riftwar Cycle: The Riftwar Saga, Book 2",Raymond E. Feist,https://www.audible.com/pd/Magician-Master-Audiobook/B076H99ZPQ?qid=1630755562&sr=1-8&ref=a_special-p_c3_lProduct_1_8&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=25KWGEPKB9AS6XYPTHTS,https://m.media-amazon.com/images/I/51vAo7HVXyL._SL500_.jpg,Sci-Fi & Fantasy,164,"Magician: Master (The Riftwar Saga, #2)",Raymond E. Feist,https://www.goodreads.com/book/show/13810.Magician?from_search=true&from_srp=true&qid=h57zuHHdma&rank=4,https://www.goodreads.com/search?q=Magician:+Master+Raymond+E.+Feist,4.21,71476,4.21,https://www.goodreads.com/search?q=Magician: Master+Raymond E. Feist
252,Nemesis,A Novel,Isaac Asimov,https://www.audible.com/pd/Nemesis-Audiobook/0593152778?qid=1630755562&sr=1-9&ref=a_special-p_c3_lProduct_1_9&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=25KWGEPKB9AS6XYPTHTS,https://m.media-amazon.com/images/I/51jD6JU408L._SL500_.jpg,Sci-Fi & Fantasy,165,Nemesis,Isaac Asimov,https://www.goodreads.com/book/show/302625.Nemesis?from_search=true&from_srp=true&qid=ZyBnksxo4Q&rank=1,https://www.goodreads.com/search?q=Nemesis+Isaac+Asimov,3.8,16786,3.8,https://www.goodreads.com/search?q=Nemesis+Isaac Asimov
,Pan's Labyrinth: The Labyrinth of the Faun,,"Guillermo del Toro, Cornelia Funke",https://www.audible.com/pd/Pans-Labyrinth-The-Labyrinth-of-the-Faun-Audiobook/0062855883?qid=1630755562&sr=1-10&ref=a_special-p_c3_lProduct_1_10&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=25KWGEPKB9AS6XYPTHTS,https://m.media-amazon.com/images/I/61kEL-ieKbL._SL500_.jpg,"Sci-Fi & Fantasy, Kids & Teen",166,,,https://www.goodreads.com/book/show/42117981-pan-s-labyrinth?from_search=true&from_srp=true&qid=3Q8TB28mQt&rank=1,,,,4,"https://www.goodreads.com/search?q=Pan's Labyrinth: The Labyrinth of the Faun+Guillermo del Toro, Cornelia Funke"
253,Polgara the Sorceress,,"Leigh Eddings, David Eddings",https://www.audible.com/pd/Polgara-the-Sorceress-Audiobook/B003DRKISG?qid=1630755562&sr=1-11&ref=a_special-p_c3_lProduct_1_11&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=25KWGEPKB9AS6XYPTHTS,https://m.media-amazon.com/images/I/51ep3khbb4L._SL500_.jpg,Sci-Fi & Fantasy,167,Polgara the Sorceress,David Eddings,https://www.goodreads.com/book/show/18884.Polgara_the_Sorceress?from_search=true&from_srp=true&qid=GPceZEdghB&rank=1,"https://www.goodreads.com/search?q=Polgara+the+Sorceress+Leigh+Eddings,+David+Eddings",4.1,27868,4.1,"https://www.goodreads.com/search?q=Polgara the Sorceress+Leigh Eddings, David Eddings"
254,Thirteenth Child,,Patricia C. Wrede,https://www.audible.com/pd/Thirteenth-Child-Audiobook/B00D6OPQTW?qid=1630755562&sr=1-12&ref=a_special-p_c3_lProduct_1_12&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=25KWGEPKB9AS6XYPTHTS,https://m.media-amazon.com/images/I/61497Su8yUL._SL500_.jpg,"Sci-Fi & Fantasy, Kids & Teen",168,"Thirteenth Child (Frontier Magic, #1)",Patricia C. Wrede,https://www.goodreads.com/book/show/5797595-thirteenth-child?from_search=true&from_srp=true&qid=c0JLGw9QNa&rank=1,https://www.goodreads.com/search?q=Thirteenth+Child+Patricia+C.+Wrede,3.82,11213,3.82,https://www.goodreads.com/search?q=Thirteenth Child+Patricia C. Wrede
255,The Gripping Hand,,"Jerry Pournelle, Larry Niven",https://www.audible.com/pd/The-Gripping-Hand-Audiobook/B00A9W1VF2?qid=1630755562&sr=1-13&ref=a_special-p_c3_lProduct_1_13&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=25KWGEPKB9AS6XYPTHTS,https://m.media-amazon.com/images/I/6112dH4QG6L._SL500_.jpg,Sci-Fi & Fantasy,169,"The Gripping Hand (Moties, #2)",Jerry Pournelle,https://www.goodreads.com/book/show/218453.The_Gripping_Hand?from_search=true&from_srp=true&qid=y8NOxCylgj&rank=1,"https://www.goodreads.com/search?q=The+Gripping+Hand+Jerry+Pournelle,+Larry+Niven",3.82,11022,3.82,"https://www.goodreads.com/search?q=The Gripping Hand+Jerry Pournelle, Larry Niven"
256,Absolution Gap,,Alastair Reynolds,https://www.audible.com/pd/Absolution-Gap-Audiobook/B002V5B3BW?qid=1630755562&sr=1-14&ref=a_special-p_c3_lProduct_1_14&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=25KWGEPKB9AS6XYPTHTS,https://m.media-amazon.com/images/I/51c-dj9khIL._SL500_.jpg,Sci-Fi & Fantasy,170,"Absolution Gap (Revelation Space, #3)",Alastair Reynolds,https://www.goodreads.com/book/show/89184.Absolution_Gap?from_search=true&from_srp=true&qid=z6LYO8AfLI&rank=1,https://www.goodreads.com/search?q=Absolution+Gap+Alastair+Reynolds,4.01,20676,4.01,https://www.goodreads.com/search?q=Absolution Gap+Alastair Reynolds
257,Day Shift,"A Novel of Midnight, Texas",Charlaine Harris,https://www.audible.com/pd/Day-Shift-Audiobook/B00UVX1JKQ?qid=1630755562&sr=1-15&ref=a_special-p_c3_lProduct_1_15&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=25KWGEPKB9AS6XYPTHTS,https://m.media-amazon.com/images/I/51CJiNNam1L._SL500_.jpg,Sci-Fi & Fantasy,171,"Day Shift (Midnight, Texas, #2)",Charlaine Harris,https://www.goodreads.com/book/show/23281944-day-shift?from_search=true&from_srp=true&qid=RojDd3Wpcm&rank=1,https://www.goodreads.com/search?q=Day+Shift+Charlaine+Harris,3.99,19875,3.99,https://www.goodreads.com/search?q=Day Shift+Charlaine Harris
258,Aftershocks,"The Palladium Wars, Book 1",Marko Kloos,https://www.audible.com/pd/Aftershocks-Audiobook/1721356789?qid=1630755562&sr=1-16&ref=a_special-p_c3_lProduct_1_16&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=25KWGEPKB9AS6XYPTHTS,https://m.media-amazon.com/images/I/51XoFwYf49L._SL500_.jpg,Sci-Fi & Fantasy,172,Aftershocks (The Palladium Wars #1),Marko Kloos,https://www.goodreads.com/book/show/41211815-aftershocks?from_search=true&from_srp=true&qid=zlTLN2ZJ63&rank=1,https://www.goodreads.com/search?q=Aftershocks+Marko+Kloos,4.1,6402,4.1,https://www.goodreads.com/search?q=Aftershocks+Marko Kloos
259,Ecstasy,The Shadowdwellers Series #1,Jacquelyn Frank,https://www.audible.com/pd/Ecstasy-Audiobook/B008X9YFOM?qid=1630755562&sr=1-17&ref=a_special-p_c3_lProduct_1_17&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=25KWGEPKB9AS6XYPTHTS,https://m.media-amazon.com/images/I/51B042ZU22L._SL500_.jpg,Sci-Fi & Fantasy,173,"Ecstasy (Shadowdwellers, #1)",Jacquelyn Frank,https://www.goodreads.com/book/show/4071860-ecstasy?from_search=true&from_srp=true&qid=XtV5YgYZVj&rank=1,https://www.goodreads.com/search?q=Ecstasy+Jacquelyn+Frank,3.99,8111,3.99,https://www.goodreads.com/search?q=Ecstasy+Jacquelyn Frank
