Unnamed: 0,Audible_Title,Audible_Subtitle,Audible_Author,Audible_Link,Image_Link,Audible_Category,Book ID,Goodreads Title,Goodreads Author,Goodreads_Link,Goodreads Search URL,Goodreads_Rating,Number_of_Ratings,Ratings combination,Goodreads search
356,Kindness and Wonder,Why Mister Rogers Matters Now More Than Ever,Gavin Edwards,https://www.audible.com/pd/Kindness-and-Wonder-Audiobook/0062950762?qid=1630755639&sr=1-16&ref=a_special-p_c3_lProduct_1_16&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=BX07RAA2ZENNYDQ6E4WE,https://m.media-amazon.com/images/I/51-kDZEZ2hL._SL500_.jpg,Bios & Memoirs,266,Kindness and Wonder: Why Mister Rogers Matters Now More Than Ever,Gavin Edwards,https://www.goodreads.com/book/show/43386063-kindness-and-wonder?from_search=true&from_srp=true&qid=bVNsiUFJMx&rank=1,https://www.goodreads.com/search?q=Kindness+and+Wonder+Gavin+Edwards,4.18,1818,4.18,https://www.goodreads.com/search?q=Kindness and Wonder+Gavin Edwards
358,Disney's Land,Walt Disney and the Invention of the Amusement Park That Changed the World,Richard Snow,https://www.audible.com/pd/Disneys-Land-Audiobook/1797102095?qid=1630755639&sr=1-17&ref=a_special-p_c3_lProduct_1_17&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=BX07RAA2ZENNYDQ6E4WE,https://m.media-amazon.com/images/I/51DwnKHU9eL._SL500_.jpg,Bios & Memoirs,267,Disney's Land: Walt Disney and the Invention of the Amusement Park That Changed the World,Richard Snow,https://www.goodreads.com/book/show/45320545-disney-s-land?from_search=true&from_srp=true&qid=SnrQXuAmSq&rank=1,https://www.goodreads.com/search?q=Disney-s+Land+Richard+Snow,3.98,1574,3.98,https://www.goodreads.com/search?q=Disney's Land+Richard Snow
359,Yogi,A Life Behind the Mask,Jon Pessah,https://www.audible.com/pd/Yogi-Audiobook/1478936843?qid=1630755639&sr=1-18&ref=a_special-p_c3_lProduct_1_18&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=BX07RAA2ZENNYDQ6E4WE,https://m.media-amazon.com/images/I/516PEFOCVIL._SL500_.jpg,Bios & Memoirs,268,Yogi: A Life Behind the Mask,Jon Pessah,https://www.goodreads.com/book/show/40696937-yogi?from_search=true&from_srp=true&qid=T8gc36dDQr&rank=1,https://www.goodreads.com/search?q=Yogi+Jon+Pessah,4.5,449,4.22,https://www.goodreads.com/search?q=Yogi+Jon Pessah
,The Hero's Journey,Joseph Campbell on His Life and Work (The Collected Works of Joseph Campbell),"Joseph Campbell, Stuart L. Brown - foreword, Phil Cousineau - editor",https://www.audible.com/pd/The-Heros-Journey-Audiobook/B07FPR1WZG?qid=1630755639&sr=1-19&ref=a_special-p_c3_lProduct_1_19&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=BX07RAA2ZENNYDQ6E4WE,https://m.media-amazon.com/images/I/51kgs-sgrDL._SL500_.jpg,Bios & Memoirs,269,,,,,,,4,"https://www.goodreads.com/search?q=The Hero's Journey+Joseph Campbell, Stuart L. Brown - foreword, Phil Cousineau - editor"
360,No Angel,My Harrowing Undercover Journey to the Inner Circle of the Hells Angels,"Jay Dobyns, Nils Johnson-Shelton",https://www.audible.com/pd/No-Angel-Audiobook/B002V5B2CM?qid=1630755639&sr=1-20&ref=a_special-p_c3_lProduct_1_20&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=BX07RAA2ZENNYDQ6E4WE,https://m.media-amazon.com/images/I/51Mvg8VrSJL._SL500_.jpg,Bios & Memoirs,270,No Angel: My Harrowing Undercover Journey to the Inner Circle of the Hells Angels,Jay Dobyns,https://www.goodreads.com/book/show/3425474-no-angel?from_search=true&from_srp=true&qid=48K5kPKU1z&rank=1,"https://www.goodreads.com/search?q=No+Angel+Jay+Dobyns,+Nils+Johnson-Shelton",3.81,5474,3.81,"https://www.goodreads.com/search?q=No Angel+Jay Dobyns, Nils Johnson-Shelton"
361,All Blood Runs Red,"The Legendary Life of Eugene Bullard - Boxer, Pilot, Soldier, Spy","Phil Keith, Tom Clavin",https://www.audible.com/pd/All-Blood-Runs-Red-Audiobook/1488207283?qid=1630755639&sr=1-21&ref=a_special-p_c3_lProduct_1_21&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=BX07RAA2ZENNYDQ6E4WE,https://m.media-amazon.com/images/I/51JDgegEDLL._SL500_.jpg,Bios & Memoirs,271,"All Blood Runs Red: The Legendary Life of Eugene Bullard-Boxer, Pilot, Soldier, Spy",Phil Keith,https://www.goodreads.com/book/show/43838523-all-blood-runs-red?from_search=true&from_srp=true&qid=gqHqwHhtVs&rank=1,"https://www.goodreads.com/search?q=All+Blood+Runs+Red+Phil+Keith,+Tom+Clavin",4.19,722,4.14,"https://www.goodreads.com/search?q=All Blood Runs Red+Phil Keith, Tom Clavin"
362,Imperfect Union,"How Jessie and John Frémont Mapped the West, Invented Celebrity, and Helped Cause the Civil War",Steve Inskeep,https://www.audible.com/pd/Imperfect-Union-Audiobook/0593165233?qid=1630755639&sr=1-22&ref=a_special-p_c3_lProduct_1_22&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=BX07RAA2ZENNYDQ6E4WE,https://m.media-amazon.com/images/I/51WwdvYgDuL._SL500_.jpg,Bios & Memoirs,272,"Imperfect Union: How Jessie and John Frémont Mapped the West, Invented Celebrity, and Helped Cause the Civil War",Steve Inskeep,https://www.goodreads.com/book/show/46033572-imperfect-union?from_search=true&from_srp=true&qid=6LWf6gj5og&rank=1,https://www.goodreads.com/search?q=Imperfect+Union+Steve+Inskeep,3.87,1025,3.87,https://www.goodreads.com/search?q=Imperfect Union+Steve Inskeep
363,Haben,The Deafblind Woman Who Conquered Harvard Law,Haben Girma,https://www.audible.com/pd/Haben-Audiobook/1478992816?qid=1630755639&sr=1-23&ref=a_special-p_c3_lProduct_1_23&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=BX07RAA2ZENNYDQ6E4WE,https://m.media-amazon.com/images/I/41V2BFjlOCL._SL500_.jpg,Bios & Memoirs,273,Haben: The Deafblind Woman Who Conquered Harvard Law,Haben Girma,https://www.goodreads.com/book/show/43211952-haben?from_search=true&from_srp=true&qid=N88XMQfJy3&rank=1,https://www.goodreads.com/search?q=Haben+Haben+Girma,4.21,2588,4.21,https://www.goodreads.com/search?q=Haben+Haben Girma
364,Running to the Edge,A Band of Misfits and the Guru Who Unlocked the Secrets of Speed,Matthew Futterman,https://www.audible.com/pd/Running-to-the-Edge-Audiobook/1984891642?qid=1630755639&sr=1-24&ref=a_special-p_c3_lProduct_1_24&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=BX07RAA2ZENNYDQ6E4WE,https://m.media-amazon.com/images/I/51GPOlxz96L._SL500_.jpg,Bios & Memoirs,274,Running to the Edge: A Band of Misfits and the Guru Who Unlocked the Secrets of Speed,Matthew Futterman,https://www.goodreads.com/book/show/41880041-running-to-the-edge?from_search=true&from_srp=true&qid=pUFxi4sUqK&rank=1,https://www.goodreads.com/search?q=Running+to+the+Edge+Matthew+Futterman,4.18,1000,4.18,https://www.goodreads.com/search?q=Running to the Edge+Matthew Futterman
365,Becoming Dr. Seuss,Theodor Geisel and the Making of an American Imagination,Brian Jay Jones,https://www.audible.com/pd/Becoming-Dr-Seuss-Audiobook/198484198X?qid=1630755639&sr=1-25&ref=a_special-p_c3_lProduct_1_25&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=BX07RAA2ZENNYDQ6E4WE,https://m.media-amazon.com/images/I/51gu+upro3L._SL500_.jpg,Bios & Memoirs,275,Becoming Dr. Seuss: Theodor Geisel and the Making of an American Imagination,Brian Jay Jones,https://www.goodreads.com/book/show/40410342-becoming-dr-seuss?from_search=true&from_srp=true&qid=vki7Exnep8&rank=1,https://www.goodreads.com/search?q=Becoming+Dr.+Seuss+Brian+Jay+Jones,4.18,1121,4.18,https://www.goodreads.com/search?q=Becoming Dr. Seuss+Brian Jay Jones
366,The Movie Musical!,,Jeanine Basinger,https://www.audible.com/pd/The-Movie-Musical-Audiobook/0593149122?qid=1630755639&sr=1-26&ref=a_special-p_c3_lProduct_1_26&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=BX07RAA2ZENNYDQ6E4WE,https://m.media-amazon.com/images/I/51zMW8YnVIL._SL500_.jpg,Bios & Memoirs,276,The Movie Musical!,Jeanine Basinger,https://www.goodreads.com/book/show/43626635-the-movie-musical?from_search=true&from_srp=true&qid=9iZLUI1hW6&rank=1,https://www.goodreads.com/search?q=The+Movie+Musical!+Jeanine+Basinger,3.9,218,3.98,https://www.goodreads.com/search?q=The Movie Musical!+Jeanine Basinger
367,Made Men,The Story of Goodfellas,Glenn Kenny,https://www.audible.com/pd/Made-Men-Audiobook/1488209472?qid=1630755639&sr=1-27&ref=a_special-p_c3_lProduct_1_27&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=BX07RAA2ZENNYDQ6E4WE,https://m.media-amazon.com/images/I/41XaVpvoSpL._SL500_.jpg,Bios & Memoirs,277,Made Men: The Story of Goodfellas,Glenn Kenny,https://www.goodreads.com/book/show/50353733-made-men?from_search=true&from_srp=true&qid=FOoEeLIQQE&rank=1,https://www.goodreads.com/search?q=Made+Men+Glenn+Kenny,3.72,527,3.85,https://www.goodreads.com/search?q=Made Men+Glenn Kenny
369,Put on Your Crown,Life-Changing Moments on the Path to Queendom,Queen Latifah,https://www.audible.com/pd/Put-on-Your-Crown-Audiobook/B003JIPO2O?qid=1630755639&sr=1-28&ref=a_special-p_c3_lProduct_1_28&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=BX07RAA2ZENNYDQ6E4WE,https://m.media-amazon.com/images/I/51KXcc2BnHL._SL500_.jpg,Bios & Memoirs,278,Put on Your Crown: Life-Changing Moments on the Path to Queendom,Queen Latifah,https://www.goodreads.com/book/show/7845156-put-on-your-crown?from_search=true&from_srp=true&qid=KoCsyFOkOE&rank=1,https://www.goodreads.com/search?q=Put+on+Your+Crown+Queen+Latifah,3.85,655,3.9,https://www.goodreads.com/search?q=Put on Your Crown+Queen Latifah
370,God-Level Knowledge Darts,Life Lessons from the Bronx,"Desus, Mero",https://www.audible.com/pd/God-Level-Knowledge-Darts-Audiobook/0525642781?qid=1630755639&sr=1-30&ref=a_special-p_c3_lProduct_1_30&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=BX07RAA2ZENNYDQ6E4WE,https://m.media-amazon.com/images/I/619fvKUE2KL._SL500_.jpg,Bios & Memoirs,279,God-Level Knowledge Darts: Life Lessons from the Bronx,Mero,https://www.goodreads.com/book/show/48995022-god-level-knowledge-darts?from_search=true&from_srp=true&qid=eYqOmIIAaK&rank=1,"https://www.goodreads.com/search?q=God-Level+Knowledge+Darts+Desus,+Mero",4.08,1587,4.08,"https://www.goodreads.com/search?q=God-Level Knowledge Darts+Desus, Mero"
373,Sitting Pretty,"The View from My Ordinary, Resilient, Disabled Body",Rebekah Taussig,https://www.audible.com/pd/Sitting-Pretty-Audiobook/0063014491?qid=1630755639&sr=1-31&ref=a_special-p_c3_lProduct_1_31&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=BX07RAA2ZENNYDQ6E4WE,https://m.media-amazon.com/images/I/51nztOKeEYL._SL500_.jpg,Bios & Memoirs,280,Sitting Pretty: The View from My Ordinary Resilient Disabled Body,Rebekah Taussig,https://www.goodreads.com/book/show/52167161-sitting-pretty?from_search=true&from_srp=true&qid=CRdJlDDqSh&rank=1,https://www.goodreads.com/search?q=Sitting+Pretty+Rebekah+Taussig,4.57,2465,4.57,https://www.goodreads.com/search?q=Sitting Pretty+Rebekah Taussig
,I'll Have What She's Having,How Nora Ephron's Three Iconic Films Saved the Romantic Comedy,Erin Carlson,https://www.audible.com/pd/Ill-Have-What-Shes-Having-Audiobook/B0719HN88G?qid=1630755639&sr=1-32&ref=a_special-p_c3_lProduct_1_32&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=BX07RAA2ZENNYDQ6E4WE,https://m.media-amazon.com/images/I/51bslYshWSL._SL500_.jpg,Bios & Memoirs,281,,,,,,,4,https://www.goodreads.com/search?q=I'll Have What She's Having+Erin Carlson
374,The Life and Afterlife of Harry Houdini,,Joe Posnanski,https://www.audible.com/pd/The-Life-and-Afterlife-of-Harry-Houdini-Audiobook/1508297681?qid=1630755639&sr=1-33&ref=a_special-p_c3_lProduct_1_33&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=BX07RAA2ZENNYDQ6E4WE,https://m.media-amazon.com/images/I/41NR34-L2pL._SL500_.jpg,Bios & Memoirs,282,The Life and Afterlife of Harry Houdini,Joe Posnanski,https://www.goodreads.com/book/show/44149851-the-life-and-afterlife-of-harry-houdini?from_search=true&from_srp=true&qid=VmskOEoSo3&rank=1,https://www.goodreads.com/search?q=The+Life+and+Afterlife+of+Harry+Houdini+Joe+Posnanski,3.82,754,3.86,https://www.goodreads.com/search?q=The Life and Afterlife of Harry Houdini+Joe Posnanski
375,Run to the Sound of the Guns,The True Story of an American Ranger at War in Afghanistan and Iraq,"Nicholas Moore, Mir Bahmanyar",https://www.audible.com/pd/Run-to-the-Sound-of-the-Guns-Audiobook/1977346022?qid=1630755639&sr=1-34&ref=a_special-p_c3_lProduct_1_34&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=BX07RAA2ZENNYDQ6E4WE,https://m.media-amazon.com/images/I/51p6qfZ1awL._SL500_.jpg,Bios & Memoirs,283,Run to the Sound of the Guns: The True Story of an American Ranger at War in Afghanistan and Iraq,Nicholas Moore,https://www.goodreads.com/book/show/42398630-run-to-the-sound-of-the-guns?from_search=true&from_srp=true&qid=6m2meO31n7&rank=1,"https://www.goodreads.com/search?q=Run+to+the+Sound+of+the+Guns+Nicholas+Moore,+Mir+Bahmanyar",3.8,157,3.97,"https://www.goodreads.com/search?q=Run to the Sound of the Guns+Nicholas Moore, Mir Bahmanyar"
,The Lost Boy,,David Pelzer,https://www.audible.com/pd/The-Lost-Boy-Audiobook/B002V1O066?qid=1630755639&sr=1-35&ref=a_special-p_c3_lProduct_1_35&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=BX07RAA2ZENNYDQ6E4WE,https://m.media-amazon.com/images/I/51nLtPcZ8JL._SL500_.jpg,Bios & Memoirs,284,,,,,,,4,https://www.goodreads.com/search?q=The Lost Boy+David Pelzer
376,Every Day Is a Gift,A Memoir,Tammy Duckworth,https://www.audible.com/pd/Every-Day-Is-a-Gift-Audiobook/1549185543?qid=1630755639&sr=1-36&ref=a_special-p_c3_lProduct_1_36&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=BX07RAA2ZENNYDQ6E4WE,https://m.media-amazon.com/images/I/51M8VkOTI0L._SL500_.jpg,Bios & Memoirs,285,Every Day Is a Gift: A Memoir,Tammy Duckworth,https://www.goodreads.com/book/show/55898097-every-day-is-a-gift?from_search=true&from_srp=true&qid=CW8DgjJnAz&rank=1,https://www.goodreads.com/search?q=Every+Day+Is+a+Gift+Tammy+Duckworth,4.64,1268,4.64,https://www.goodreads.com/search?q=Every Day Is a Gift+Tammy Duckworth
,Elizabeth & Margaret,The Intimate World of the Windsor Sisters,Andrew Morton,https://www.audible.com/pd/Elizabeth-Margaret-Audiobook/1549178040?qid=1630755639&sr=1-37&ref=a_special-p_c3_lProduct_1_37&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=BX07RAA2ZENNYDQ6E4WE,https://m.media-amazon.com/images/I/51FGFgy1ttL._SL500_.jpg,Bios & Memoirs,286,,,,,,,4,https://www.goodreads.com/search?q=Elizabeth & Margaret+Andrew Morton
,On Being Human,"A Memoir of Waking Up, Living Real, and Listening Hard","Jennifer Pastiloff, Lidia Yuknavitch - foreword",https://www.audible.com/pd/On-Being-Human-Audiobook/1984841742?qid=1630755639&sr=1-38&ref=a_special-p_c3_lProduct_1_38&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=BX07RAA2ZENNYDQ6E4WE,https://m.media-amazon.com/images/I/51pGEVRMpbL._SL500_.jpg,Bios & Memoirs,287,,,,,,,4,"https://www.goodreads.com/search?q=On Being Human+Jennifer Pastiloff, Lidia Yuknavitch - foreword"
378,Medallion Status,True Stories from Secret Rooms,John Hodgman,https://www.audible.com/pd/Medallion-Status-Audiobook/0593148932?qid=1630755639&sr=1-39&ref=a_special-p_c3_lProduct_1_39&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=BX07RAA2ZENNYDQ6E4WE,https://m.media-amazon.com/images/I/51Am-yZydgL._SL500_.jpg,Bios & Memoirs,288,Medallion Status: True Stories from Secret Rooms,John Hodgman,https://www.goodreads.com/book/show/44908180-medallion-status?from_search=true&from_srp=true&qid=ugkUh0oUzF&rank=1,https://www.goodreads.com/search?q=Medallion+Status+John+Hodgman,4.16,4261,4.16,https://www.goodreads.com/search?q=Medallion Status+John Hodgman
379,Catching the Wolf of Wall Street,"More Incredible True Stories of Fortunes, Schemes, Parties, and Prison",Jordan Belfort,https://www.audible.com/pd/Catching-the-Wolf-of-Wall-Street-Audiobook/B002V0Q6DW?qid=1630755639&sr=1-40&ref=a_special-p_c3_lProduct_1_40&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=BX07RAA2ZENNYDQ6E4WE,https://m.media-amazon.com/images/I/51tKfaKSUdL._SL500_.jpg,Bios & Memoirs,289,"Catching the Wolf of Wall Street: More Incredible True Stories of Fortunes, Schemes, Parties, and Prison (The Wolf of Wall Street, #2)",Jordan Belfort,https://www.goodreads.com/book/show/5083959-catching-the-wolf-of-wall-street?from_search=true&from_srp=true&qid=iZdhfBwvzJ&rank=1,https://www.goodreads.com/search?q=Catching+the+Wolf+of+Wall+Street+Jordan+Belfort,3.89,3882,3.89,https://www.goodreads.com/search?q=Catching the Wolf of Wall Street+Jordan Belfort
380,This One Wild and Precious Life,The Path Back to Connection in a Fractured World,Sarah Wilson,https://www.audible.com/pd/Your-One-Wild-and-Precious-Life-Audiobook/0063005204?qid=1630755639&sr=1-41&ref=a_special-p_c3_lProduct_1_41&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=BX07RAA2ZENNYDQ6E4WE,https://m.media-amazon.com/images/I/51jWfhgkFRL._SL500_.jpg,Bios & Memoirs,290,This One Wild and Precious Life: A Hopeful Path Forward in a Fractured World,Sarah Wilson,https://www.goodreads.com/book/show/54112488-this-one-wild-and-precious-life?from_search=true&from_srp=true&qid=5e1so8snSg&rank=1,https://www.goodreads.com/search?q=This+One+Wild+and+Precious+Life+Sarah+Wilson,3.91,1801,3.91,https://www.goodreads.com/search?q=This One Wild and Precious Life+Sarah Wilson
,Consent,A Memoir,"Vanessa Springora, Natasha Lehrer - translator",https://www.audible.com/pd/Consent-Audiobook/0063047926?qid=1630755639&sr=1-42&ref=a_special-p_c3_lProduct_1_42&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=BX07RAA2ZENNYDQ6E4WE,https://m.media-amazon.com/images/I/41BIiQglC5L._SL500_.jpg,Bios & Memoirs,291,,,,,,,4,"https://www.goodreads.com/search?q=Consent+Vanessa Springora, Natasha Lehrer - translator"
381,The Other Side of the Coin,"The Queen, the Dresser and the Wardrobe",Angela Kelly,https://www.audible.com/pd/The-Other-Side-of-the-Coin-Audiobook/006300657X?qid=1630755639&sr=1-43&ref=a_special-p_c3_lProduct_1_43&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=BX07RAA2ZENNYDQ6E4WE,https://m.media-amazon.com/images/I/51KOgsGd5ZL._SL500_.jpg,Bios & Memoirs,292,"The Other Side of the Coin: The Queen, the Dresser and the Wardrobe",Angela   Kelly,https://www.goodreads.com/book/show/48616859-the-other-side-of-the-coin?from_search=true&from_srp=true&qid=la0UAU2Byh&rank=2,https://www.goodreads.com/search?q=The+Other+Side+of+the+Coin+Angela+Kelly,3.73,2661,3.73,https://www.goodreads.com/search?q=The Other Side of the Coin+Angela Kelly
382,Ultramarathon Man,Confession of an All-Night Runner,Dean Karnazes,https://www.audible.com/pd/Ultramarathon-Man-Audiobook/B002VA3GIU?qid=1630755639&sr=1-44&ref=a_special-p_c3_lProduct_1_44&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=BX07RAA2ZENNYDQ6E4WE,https://m.media-amazon.com/images/I/41tUuNQs3EL._SL500_.jpg,Bios & Memoirs,293,Ultramarathon Man: Confessions of an All-Night Runner,Dean Karnazes,https://www.goodreads.com/book/show/87632.Ultramarathon_Man?from_search=true&from_srp=true&qid=dBRxuMcOST&rank=1,https://www.goodreads.com/search?q=Ultramarathon+Man+Dean+Karnazes,3.99,17784,3.99,https://www.goodreads.com/search?q=Ultramarathon Man+Dean Karnazes
383,"Barry Sonnenfeld, Call Your Mother",Memoirs of a Neurotic Filmmaker,Barry Sonnenfeld,https://www.audible.com/pd/Barry-Sonnenfeld-Call-Your-Mother-Audiobook/1549112899?qid=1630755639&sr=1-45&ref=a_special-p_c3_lProduct_1_45&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=BX07RAA2ZENNYDQ6E4WE,https://m.media-amazon.com/images/I/51DHSfitVuL._SL500_.jpg,Bios & Memoirs,294,"Barry Sonnenfeld, Call Your Mother: Memoirs of a Neurotic Filmmaker",Barry Sonnenfeld,https://www.goodreads.com/book/show/51196840-barry-sonnenfeld-call-your-mother?from_search=true&from_srp=true&qid=FQHFgunjdG&rank=1,"https://www.goodreads.com/search?q=Barry+Sonnenfeld,+Call+Your+Mother+Barry+Sonnenfeld",3.97,841,3.97,"https://www.goodreads.com/search?q=Barry Sonnenfeld, Call Your Mother+Barry Sonnenfeld"
384,Notes from the Bathroom Line,"Humor, Art, and Low-Grade Panic from 150 of the Funniest Women in Comedy",Amy Solomon,https://www.audible.com/pd/Notes-from-the-Bathroom-Line-Audiobook/0063074702?qid=1630755639&sr=1-46&ref=a_special-p_c3_lProduct_1_46&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=BX07RAA2ZENNYDQ6E4WE,https://m.media-amazon.com/images/I/61Lzsv6cqHL._SL500_.jpg,Bios & Memoirs,295,"Notes From the Bathroom Line: Humor, Art, and Low-grade Panic from 150 of the Funniest Women in Comedy",Amy Solomon,https://www.goodreads.com/book/show/52035052-notes-from-the-bathroom-line?from_search=true&from_srp=true&qid=2s5IGkOZ9o&rank=1,https://www.goodreads.com/search?q=Notes+from+the+Bathroom+Line+Amy+Solomon,3.68,307,3.9,https://www.goodreads.com/search?q=Notes from the Bathroom Line+Amy Solomon
385,I Like to Watch,Arguing My Way Through the TV Revolution,Emily Nussbaum,https://www.audible.com/pd/I-Like-to-Watch-Audiobook/1984841270?qid=1630755639&sr=1-47&ref=a_special-p_c3_lProduct_1_47&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=BX07RAA2ZENNYDQ6E4WE,https://m.media-amazon.com/images/I/51EHKI-Z7QL._SL500_.jpg,Bios & Memoirs,296,I Like to Watch: Arguing My Way Through the TV Revolution,Emily Nussbaum,https://www.goodreads.com/book/show/42815538-i-like-to-watch?from_search=true&from_srp=true&qid=bgnSeqFyn2&rank=1,https://www.goodreads.com/search?q=I+Like+to+Watch+Emily+Nussbaum,3.99,5158,3.99,https://www.goodreads.com/search?q=I Like to Watch+Emily Nussbaum
386,When Death Becomes Life,Notes from a Transplant Surgeon,Joshua D. Mezrich,https://www.audible.com/pd/When-Death-Becomes-Life-Audiobook/0062890794?qid=1630755639&sr=1-48&ref=a_special-p_c3_lProduct_1_48&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=BX07RAA2ZENNYDQ6E4WE,https://m.media-amazon.com/images/I/515LB5RJn-L._SL500_.jpg,Bios & Memoirs,297,When Death Becomes Life: Notes from a Transplant Surgeon,Joshua D. Mezrich,https://www.goodreads.com/book/show/37868562-when-death-becomes-life?from_search=true&from_srp=true&qid=cPdQImMn1a&rank=1,https://www.goodreads.com/search?q=When+Death+Becomes+Life+Joshua+D.+Mezrich,4.22,2092,4.22,https://www.goodreads.com/search?q=When Death Becomes Life+Joshua D. Mezrich
,Miss D and Me,Life with the Invincible Bette Davis,"Kathryn Sermak, Danelle Morton - featuring",https://www.audible.com/pd/Miss-D-and-Me-Audiobook/B0758L16N4?qid=1630755639&sr=1-49&ref=a_special-p_c3_lProduct_1_49&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=BX07RAA2ZENNYDQ6E4WE,https://m.media-amazon.com/images/I/51eKiKJ18rL._SL500_.jpg,Bios & Memoirs,298,,,,,,,4,"https://www.goodreads.com/search?q=Miss D and Me+Kathryn Sermak, Danelle Morton - featuring"
388,Agent Storm,,"Morten Storm, Paul Cruickshank, Tim Lister",https://www.audible.com/pd/Agent-Storm-Audiobook/B00MAIEFWY?qid=1630755639&sr=1-50&ref=a_special-p_c3_lProduct_1_50&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=BX07RAA2ZENNYDQ6E4WE,https://m.media-amazon.com/images/I/51d+gfb4lKL._SL500_.jpg,Bios & Memoirs,299,Agent Storm: My Life Inside Al Qaeda and the CIA,Morten Storm,https://www.goodreads.com/book/show/20763926-agent-storm?from_search=true&from_srp=true&qid=HT15cH7n63&rank=1,"https://www.goodreads.com/search?q=Agent+Storm+Morten+Storm,+Paul+Cruickshank,+Tim+Lister",3.99,1634,3.99,"https://www.goodreads.com/search?q=Agent Storm+Morten Storm, Paul Cruickshank, Tim Lister"
389,The Last Stand of Payne Stewart,The Year Golf Changed Forever,Kevin Robbins,https://www.audible.com/pd/The-Last-Stand-of-Payne-Stewart-Audiobook/1549120832?qid=1630755649&sr=1-51&ref=a_special-p_c3_lProduct_2_1&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=YTQPC59R14FQQHQKTX1D,https://m.media-amazon.com/images/I/417hcQlhkOL._SL500_.jpg,Bios & Memoirs,300,The Last Stand of Payne Stewart: The Year Golf Changed Forever,Kevin Robbins,https://www.goodreads.com/book/show/43885039-the-last-stand-of-payne-stewart?from_search=true&from_srp=true&qid=J7BmNcqFuj&rank=1,https://www.goodreads.com/search?q=The+Last+Stand+of+Payne+Stewart+Kevin+Robbins,4.25,188,4.05,https://www.goodreads.com/search?q=The Last Stand of Payne Stewart+Kevin Robbins
390,His Excellency,George Washington,Joseph J. Ellis,https://www.audible.com/pd/His-Excellency-Audiobook/B002V18E5E?qid=1630755649&sr=1-52&ref=a_special-p_c3_lProduct_2_2&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=YTQPC59R14FQQHQKTX1D,https://m.media-amazon.com/images/I/51ps688OF6L._SL500_.jpg,Bios & Memoirs,301,His Excellency: George Washington,Joseph J. Ellis,https://www.goodreads.com/book/show/6462.His_Excellency?from_search=true&from_srp=true&qid=PzyiHwKdv6&rank=1,https://www.goodreads.com/search?q=His+Excellency+Joseph+J.+Ellis,3.91,40457,3.91,https://www.goodreads.com/search?q=His Excellency+Joseph J. Ellis
