Audible_Title,Audible_Subtitle,Audible_Author,Audible_Link,Image_Link,Audible_Category,Goodreads_Link,Amazon_Link,Goodreads_Rating,Number_of_Ratings,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17
Golden Son,Book II of the Red Rising Trilogy,Pierce Brown,https://www.audible.com/pd/Golden-Son-Audiobook/B00R6S1RCY?ref=a_ep_vital-_c10_lProduct_1_3&pf_rd_p=b5bc1cb6-7c09-4488-b6b8-1a4836c0eb64&pf_rd_r=9CB7M40R8BCPA0J0BA3Y,https://m.media-amazon.com/images/I/51doOF0+6iL._SL500_.jpg,"Sci-Fi & Fantasy, $6 Titles",https://www.goodreads.com/book/show/18966819-golden-son?from_search=true&from_srp=true&qid=AcbWsMSum4&rank=2,https://www.amazon.com/Golden-Son-Pierce-Brown-audiobook/dp/B00R6OOUV8/ref=sr_1_1?dchild=1&keywords=Golden+Son+Pierce+Brown&qid=1633878525&s=audible&sr=1-1&tag=listenerslist-20,4.43,168557,,,,,,,,
Polaris Rising,A Novel,Jessie Mihalik,https://www.audible.com/pd/Polaris-Rising-Audiobook/B07L17YTWQ?ref=a_ep_vital-_c10_lProduct_1_4&pf_rd_p=b5bc1cb6-7c09-4488-b6b8-1a4836c0eb64&pf_rd_r=9CB7M40R8BCPA0J0BA3Y,https://m.media-amazon.com/images/I/5111CD3K5jL._SL500_.jpg,"Sci-Fi & Fantasy, $6 Titles",https://www.goodreads.com/book/show/35662096-polaris-rising?from_search=true&from_srp=true&qid=xK9ibxoMrs&rank=1,https://www.amazon.com/Polaris-Rising-Jessie-Mihalik-audiobook/dp/B07L16SL8M/ref=sr_1_1?dchild=1&keywords=Polaris+Rising+Jessie+Mihalik&qid=1633878527&s=audible&sr=1-1&tag=listenerslist-20,3.93,8174,,,,,,,,
Network Effect,,Martha Wells,https://www.audible.com/pd/Network-Effect-Audiobook/1980021716?ref=a_ep_vital-_c10_lProduct_1_5&pf_rd_p=b5bc1cb6-7c09-4488-b6b8-1a4836c0eb64&pf_rd_r=9CB7M40R8BCPA0J0BA3Y,https://m.media-amazon.com/images/I/419I-Im7BQL._SL500_.jpg,"Sci-Fi & Fantasy, $5 Titles",https://www.goodreads.com/book/show/52381770-network-effect?from_search=true&from_srp=true&qid=BV70vbhdP3&rank=1,https://www.amazon.com/Network-Effect/dp/B084QBWBSV/ref=sr_1_1?dchild=1&keywords=Network+Effect+Martha+Wells&qid=1633878530&s=audible&sr=1-1&tag=listenerslist-20,4.44,37633,,,,,,,,
Welcome to Night Vale,A Novel,"Joseph Fink, Jeffrey Cranor",https://www.audible.com/pd/Welcome-to-Night-Vale-Audiobook/B00YI0CDFS?ref=a_ep_vital-_c10_lProduct_1_6&pf_rd_p=b5bc1cb6-7c09-4488-b6b8-1a4836c0eb64&pf_rd_r=9CB7M40R8BCPA0J0BA3Y,https://m.media-amazon.com/images/I/61b0tVzWgaL._SL500_.jpg,"Sci-Fi & Fantasy, $6 Titles",https://www.goodreads.com/book/show/23129410-welcome-to-night-vale?from_search=true&from_srp=true&qid=wiQ4qklvbR&rank=1,https://www.amazon.com/Welcome-to-Night-Vale-audiobook/dp/B00YI0B2KK/ref=sr_1_1?dchild=1&keywords=Welcome+to+Night+Vale+Joseph+Fink%2C+Jeffrey+Cranor&qid=1633878533&s=audible&sr=1-1&tag=listenerslist-20,3.82,36511,,,,,,,,
Godzilla vs. Kong,The Official Movie Novelization,Greg Keyes,https://www.audible.com/pd/Godzilla-vs-Kong-Audiobook/1665106034?ref=a_ep_vital-_c10_lProduct_1_7&pf_rd_p=b5bc1cb6-7c09-4488-b6b8-1a4836c0eb64&pf_rd_r=9CB7M40R8BCPA0J0BA3Y,https://m.media-amazon.com/images/I/51Nfe0Z+xaS._SL500_.jpg,"Sci-Fi & Fantasy, $5 Titles",https://www.goodreads.com/book/show/56869215-godzilla-vs-kong?from_search=true&from_srp=true&qid=PEJjHm4aJj&rank=1,https://www.amazon.com/Godzilla-vs-Kong-Official-Novelization/dp/B08XW9YLY9/ref=sr_1_1?dchild=1&keywords=Godzilla+vs.+Kong+Greg+Keyes&qid=1633878535&s=audible&sr=1-1&tag=listenerslist-20,4.12,145,,,,,,,,
The Android's Dream,,John Scalzi,https://www.audible.com/pd/The-Androids-Dream-Audiobook/B004FGDVUG?ref=a_ep_vital-_c10_lProduct_1_8&pf_rd_p=b5bc1cb6-7c09-4488-b6b8-1a4836c0eb64&pf_rd_r=9CB7M40R8BCPA0J0BA3Y,https://m.media-amazon.com/images/I/51T7ZRMC2YL._SL500_.jpg,"Sci-Fi & Fantasy, $5 Titles",https://www.goodreads.com/book/show/7081.The_Android_s_Dream?from_search=true&from_srp=true&qid=sHlbNBu7d2&rank=1,https://www.amazon.com/The-Androids-Dream-John-Scalzi-audiobook/dp/B004FHVZIK/ref=sr_1_1?dchild=1&keywords=The+Android-s+Dream+John+Scalzi&qid=1633878538&s=audible&sr=1-1&tag=listenerslist-20,3.98,21316,,,,,,,,
Red Queen,,Victoria Aveyard,https://www.audible.com/pd/Red-Queen-Audiobook/B00RDB35II?ref=a_ep_vital-_c10_lProduct_1_9&pf_rd_p=b5bc1cb6-7c09-4488-b6b8-1a4836c0eb64&pf_rd_r=9CB7M40R8BCPA0J0BA3Y,https://m.media-amazon.com/images/I/41y6nsCKA-L._SL500_.jpg,"Sci-Fi & Fantasy,  Kids & Teens, $5 Titles",https://www.goodreads.com/book/show/22328546-red-queen?from_search=true&from_srp=true&qid=FeCgmG5E7s&rank=3,https://www.amazon.com/Red-Queen-Victoria-Aveyard-audiobook/dp/B00RDBJY42/ref=sr_1_1?dchild=1&keywords=Red+Queen+Victoria+Aveyard&qid=1633878541&s=audible&sr=1-1&tag=listenerslist-20,4.03,708433,,,,,,,,
Elantris,Tenth Anniversary Special Edition,Brandon Sanderson,https://www.audible.com/pd/Elantris-Audiobook/B015YEFH40?ref=a_ep_vital-_c10_lProduct_1_10&pf_rd_p=b5bc1cb6-7c09-4488-b6b8-1a4836c0eb64&pf_rd_r=9CB7M40R8BCPA0J0BA3Y,https://m.media-amazon.com/images/I/61RpktwNVML._SL500_.jpg,"Sci-Fi & Fantasy, $7 Titles",https://www.goodreads.com/book/show/68427.Elantris?from_search=true&from_srp=true&qid=G6DCXTIO3m&rank=1,https://www.amazon.com/Elantris-Brandon-Sanderson-audiobook/dp/B01681T8YI/ref=sr_1_1?dchild=1&keywords=Elantris+Brandon+Sanderson&qid=1633878543&s=audible&sr=1-1&tag=listenerslist-20,4.17,202463,,,,,,,,
Pines,,Blake Crouch,https://www.audible.com/pd/Pines-Audiobook/B008RO91LA?ref=a_ep_vital-_c10_lProduct_1_11&pf_rd_p=b5bc1cb6-7c09-4488-b6b8-1a4836c0eb64&pf_rd_r=9CB7M40R8BCPA0J0BA3Y,https://m.media-amazon.com/images/I/514xhEF2oLL._SL500_.jpg,"Sci-Fi & Fantasy, $5 Titles",https://www.goodreads.com/book/show/15096164-pines?from_search=true&from_srp=true&qid=IXL84P7QcD&rank=4,https://www.amazon.com/Pines-Blake-Crouch-audiobook/dp/B0090CJQD6/ref=sr_1_1?dchild=1&keywords=Pines+Blake+Crouch&qid=1633878545&s=audible&sr=1-1&tag=listenerslist-20,3.93,103543,,,,,,,,
The Andromeda Strain,,Michael Crichton,https://www.audible.com/pd/The-Andromeda-Strain-Audiobook/B00VGSQTHS?ref=a_ep_vital-_c10_lProduct_1_12&pf_rd_p=b5bc1cb6-7c09-4488-b6b8-1a4836c0eb64&pf_rd_r=9CB7M40R8BCPA0J0BA3Y,https://m.media-amazon.com/images/I/51+jOfL-+tL._SL500_.jpg,"Sci-Fi & Fantasy, $5 Titles",https://www.goodreads.com/book/show/7670.The_Andromeda_Strain?from_search=true&from_srp=true&qid=HeOwHaFdie&rank=2,https://www.amazon.com/The-Andromeda-Strain-audiobook/dp/B00VGSE966/ref=sr_1_1?dchild=1&keywords=The+Andromeda+Strain+Michael+Crichton&qid=1633878547&s=audible&sr=1-1&tag=listenerslist-20,3.91,236793,,,,,,,,
The Moon Is a Harsh Mistress,,Robert A. Heinlein,https://www.audible.com/pd/The-Moon-Is-a-Harsh-Mistress-Audiobook/B002VA35NG?ref=a_ep_vital-_c10_lProduct_1_13&pf_rd_p=b5bc1cb6-7c09-4488-b6b8-1a4836c0eb64&pf_rd_r=9CB7M40R8BCPA0J0BA3Y,https://m.media-amazon.com/images/I/51COpcggFhL._SL500_.jpg,"Sci-Fi & Fantasy, $6 Titles",https://www.goodreads.com/book/show/16690.The_Moon_Is_a_Harsh_Mistress?from_search=true&from_srp=true&qid=Ueuzy4DSrU&rank=3,https://www.amazon.com/Moon-Is-Harsh-Mistress-audiobook/dp/B000JJRW80/ref=sr_1_1?dchild=1&keywords=The+Moon+Is+a+Harsh+Mistress+Robert+A.+Heinlein&qid=1633878549&s=audible&sr=1-1&tag=listenerslist-20,4.14,125232,,,,,,,,
The Green Ember,,S. D. Smith,https://www.audible.com/pd/The-Green-Ember-Audiobook/B00T50R42I?ref=a_ep_vital-_c10_lProduct_1_14&pf_rd_p=b5bc1cb6-7c09-4488-b6b8-1a4836c0eb64&pf_rd_r=9CB7M40R8BCPA0J0BA3Y,https://m.media-amazon.com/images/I/51TrYp1bU6L._SL500_.jpg,"Sci-Fi & Fantasy,  Kids & Teens, $5 Titles",https://www.goodreads.com/book/show/23754884-the-green-ember?from_search=true&from_srp=true&qid=fTiDr9ySiw&rank=1,https://www.amazon.com/The-Last-Archer-S-D-Smith-audiobook/dp/B0789TJQNQ/ref=sr_1_1?dchild=1&keywords=The+Green+Ember+S.+D.+Smith&qid=1633878551&s=audible&sr=1-1&tag=listenerslist-20,4.28,9999,,,,,,,,
The Lost Gate,"Mithermages, Book 1",Orson Scott Card,https://www.audible.com/pd/The-Lost-Gate-Audiobook/B004HC9VOS?ref=a_ep_vital-_c10_lProduct_1_15&pf_rd_p=b5bc1cb6-7c09-4488-b6b8-1a4836c0eb64&pf_rd_r=9CB7M40R8BCPA0J0BA3Y,https://m.media-amazon.com/images/I/514ekugYAxL._SL500_.jpg,"Sci-Fi & Fantasy, $5 Titles",https://www.goodreads.com/book/show/9265891-the-lost-gate?from_search=true&from_srp=true&qid=Ch6FRKMi6Z&rank=1,https://www.amazon.com/The-Lost-Gate-Orson-Scott-Card-audiobook/dp/B004HYEJ7K/ref=sr_1_1?dchild=1&keywords=The+Lost+Gate+Orson+Scott+Card&qid=1633878553&s=audible&sr=1-1&tag=listenerslist-20,3.82,27233,,,,,,,,
The Land of Stories,The Wishing Spell,Chris Colfer,https://www.audible.com/pd/The-Land-of-Stories-Audiobook/B008CHN28K?ref=a_ep_vital-_c10_lProduct_1_16&pf_rd_p=b5bc1cb6-7c09-4488-b6b8-1a4836c0eb64&pf_rd_r=9CB7M40R8BCPA0J0BA3Y,https://m.media-amazon.com/images/I/61qZBnooDkL._SL500_.jpg,"Sci-Fi & Fantasy,  Kids & Teens, $5 Titles",https://www.goodreads.com/book/show/11607446-the-wishing-spell?from_search=true&from_srp=true&qid=jcCWqwnOUi&rank=1,https://www.amazon.com/The-Land-of-Stories-Chris-Colfer-audiobook/dp/B008M21QIS/ref=sr_1_1?dchild=1&keywords=The+Land+of+Stories+Chris+Colfer&qid=1633878556&s=audible&sr=1-1&tag=listenerslist-20,4.24,112994,,,,,,,,
The Lost Fleet: Dauntless,,Jack Campbell,https://www.audible.com/pd/The-Lost-Fleet-Dauntless-Audiobook/B002VAGN62?ref=a_ep_vital-_c10_lProduct_1_17&pf_rd_p=b5bc1cb6-7c09-4488-b6b8-1a4836c0eb64&pf_rd_r=9CB7M40R8BCPA0J0BA3Y,https://m.media-amazon.com/images/I/51dYpsMjWqL._SL500_.jpg,"Sci-Fi & Fantasy, $5 Titles",https://www.goodreads.com/book/show/112292.Dauntless?from_search=true&from_srp=true&qid=hlzlUqOy9Z&rank=1,https://www.amazon.com/The-Lost-Fleet-Relentless-audiobook/dp/B00282MRJ0/ref=sr_1_1?dchild=1&keywords=The+Lost+Fleet%3A+Dauntless+Jack+Campbell&qid=1633878559&s=audible&sr=1-1&tag=listenerslist-20,3.96,30308,,,,,,,,
A Crucible of Souls,"The Sorcery Ascendant Sequence, Book 1",Mitchell Hogan,https://www.audible.com/pd/A-Crucible-of-Souls-Audiobook/B00P2W8QJI?ref=a_ep_vital-_c10_lProduct_1_18&pf_rd_p=b5bc1cb6-7c09-4488-b6b8-1a4836c0eb64&pf_rd_r=9CB7M40R8BCPA0J0BA3Y,https://m.media-amazon.com/images/I/515LCj+AuvL._SL500_.jpg,"Sci-Fi & Fantasy, $6 Titles",https://www.goodreads.com/book/show/25143052-a-crucible-of-souls?from_search=true&from_srp=true&qid=Mk0qkh7cQs&rank=1,https://www.amazon.com/A-Crucible-of-Souls-audiobook/dp/B00P2V52PK/ref=sr_1_1?dchild=1&keywords=A+Crucible+of+Souls+Mitchell+Hogan&qid=1633878560&s=audible&sr=1-1&tag=listenerslist-20,3.94,7465,,,,,,,,
I Am Number Four,,Pittacus Lore,https://www.audible.com/pd/I-Am-Number-Four-Audiobook/B003WZ02WG?ref=a_ep_vital-_c10_lProduct_1_19&pf_rd_p=b5bc1cb6-7c09-4488-b6b8-1a4836c0eb64&pf_rd_r=9CB7M40R8BCPA0J0BA3Y,https://m.media-amazon.com/images/I/51n07vbpDKL._SL500_.jpg,"Sci-Fi & Fantasy,  Kids & Teens, $5 Titles",https://www.goodreads.com/book/show/7747374-i-am-number-four?from_search=true&from_srp=true&qid=gEwndSYyOc&rank=3,https://www.amazon.com/I-Am-Number-Four-Pittacus-Lore-audiobook/dp/B003YV7AKK/ref=sr_1_1?dchild=1&keywords=I+Am+Number+Four+Pittacus+Lore&qid=1633878563&s=audible&sr=1-1&tag=listenerslist-20,3.93,332097,,,,,,,,
Swarm,"Star Force, Book 1",B. V. Larson,https://www.audible.com/pd/Swarm-Audiobook/B005R35BMW?ref=a_ep_vital-_c10_lProduct_1_20&pf_rd_p=b5bc1cb6-7c09-4488-b6b8-1a4836c0eb64&pf_rd_r=9CB7M40R8BCPA0J0BA3Y,https://m.media-amazon.com/images/I/51KttK2tsZL._SL500_.jpg,"Sci-Fi & Fantasy, $5 Titles",https://www.goodreads.com/book/show/10101733-swarm?from_search=true&from_srp=true&qid=hzrG2P4g0n&rank=1,https://www.amazon.com/Swarm-B-V-Larson-audiobook/dp/B005T8R4T8/ref=sr_1_1?dchild=1&keywords=Swarm+B.+V.+Larson&qid=1633878565&s=audible&sr=1-1&tag=listenerslist-20,3.78,7787,,,,,,,,
On Basilisk Station,"Honor Harrington, Book 1",David Weber,https://www.audible.com/pd/On-Basilisk-Station-Audiobook/B002V1BOWY?ref=a_ep_vital-_c10_lProduct_1_21&pf_rd_p=b5bc1cb6-7c09-4488-b6b8-1a4836c0eb64&pf_rd_r=9CB7M40R8BCPA0J0BA3Y,https://m.media-amazon.com/images/I/51McKULWmQL._SL500_.jpg,"Sci-Fi & Fantasy, $6 Titles",https://www.goodreads.com/book/show/35921.On_Basilisk_Station?from_search=true&from_srp=true&qid=hLcFPVc3W1&rank=1,https://www.amazon.com/On-Basilisk-Station-David-Weber-audiobook/dp/B001UP733G/ref=sr_1_1?dchild=1&keywords=On+Basilisk+Station+David+Weber&qid=1633878568&s=audible&sr=1-1&tag=listenerslist-20,4.13,45168,,,,,,,,
Nine Princes in Amber,"The Chronicles of Amber, Book 1",Roger Zelazny,https://www.audible.com/pd/Nine-Princes-in-Amber-Audiobook/B008OJIQMI?ref=a_ep_vital-_c10_lProduct_1_22&pf_rd_p=b5bc1cb6-7c09-4488-b6b8-1a4836c0eb64&pf_rd_r=9CB7M40R8BCPA0J0BA3Y,https://m.media-amazon.com/images/I/51k5yseXptL._SL500_.jpg,"Sci-Fi & Fantasy, $5 Titles",https://www.goodreads.com/book/show/92121.Nine_Princes_in_Amber?from_search=true&from_srp=true&qid=5pr4QgTbtg&rank=1,https://www.amazon.com/Nine-Princes-in-Amber-audiobook/dp/B008R63HH2/ref=sr_1_1?dchild=1&keywords=Nine+Princes+in+Amber+Roger+Zelazny&qid=1633878570&s=audible&sr=1-1&tag=listenerslist-20,4.04,56873,,,,,,,,
Consider Phlebas,,Iain M. Banks,https://www.audible.com/pd/Consider-Phlebas-Audiobook/B004ZLBCO8?ref=a_ep_vital-_c10_lProduct_1_23&pf_rd_p=b5bc1cb6-7c09-4488-b6b8-1a4836c0eb64&pf_rd_r=9CB7M40R8BCPA0J0BA3Y,https://m.media-amazon.com/images/I/51YptZkcrjL._SL500_.jpg,"Sci-Fi & Fantasy, $5 Titles",https://www.goodreads.com/book/show/8935689-consider-phlebas?from_search=true&from_srp=true&qid=z4XpLyNeZC&rank=1,https://www.amazon.com/Consider-Phlebas-Iain-M-Banks-audiobook/dp/B004ZN7WCM/ref=sr_1_1?dchild=1&keywords=Consider+Phlebas+Iain+M.+Banks&qid=1633878573&s=audible&sr=1-1&tag=listenerslist-20,3.86,81015,,,,,,,,
God Touched,"The Demon Accords, Book 1",John Conroe,https://www.audible.com/pd/God-Touched-Audiobook/B0176NSSM0?ref=a_ep_vital-_c10_lProduct_1_24&pf_rd_p=b5bc1cb6-7c09-4488-b6b8-1a4836c0eb64&pf_rd_r=9CB7M40R8BCPA0J0BA3Y,https://m.media-amazon.com/images/I/51cr0klK7HL._SL500_.jpg,"Sci-Fi & Fantasy, $5 Titles",https://www.goodreads.com/book/show/8722254-god-touched?from_search=true&from_srp=true&qid=cHFI6Umhli&rank=1,https://www.amazon.com/God-Touched-John-Conroe-audiobook/dp/B0176JN5WW/ref=sr_1_1?dchild=1&keywords=God+Touched+John+Conroe&qid=1633878575&s=audible&sr=1-1&tag=listenerslist-20,4.15,11407,,,,,,,,
Pushing Ice,,Alastair Reynolds,https://www.audible.com/pd/Pushing-Ice-Audiobook/B0049WSD36?ref=a_ep_vital-_c10_lProduct_1_25&pf_rd_p=b5bc1cb6-7c09-4488-b6b8-1a4836c0eb64&pf_rd_r=9CB7M40R8BCPA0J0BA3Y,https://m.media-amazon.com/images/I/51619fRjOML._SL500_.jpg,"Sci-Fi & Fantasy, $6 Titles",https://www.goodreads.com/book/show/89186.Pushing_Ice?from_search=true&from_srp=true&qid=2pLrANpb2U&rank=1,https://www.amazon.com/Pushing-Ice-Alastair-Reynolds-audiobook/dp/B004AJ9TFY/ref=sr_1_1?dchild=1&keywords=Pushing+Ice+Alastair+Reynolds&qid=1633878577&s=audible&sr=1-1&tag=listenerslist-20,4.06,16017,,,,,,,,
"Dragonvein, Book One",,Brian D. Anderson,https://www.audible.com/pd/Dragonvein-Book-One-Audiobook/B00YALA2IU?ref=a_ep_vital-_c10_lProduct_1_26&pf_rd_p=b5bc1cb6-7c09-4488-b6b8-1a4836c0eb64&pf_rd_r=9CB7M40R8BCPA0J0BA3Y,https://m.media-amazon.com/images/I/51U2Ad1sJrL._SL500_.jpg,"Sci-Fi & Fantasy, $5 Titles",https://www.goodreads.com/book/show/25502933-dragonvein-book-one?from_search=true&from_srp=true&qid=dgVaPQ4Tv1&rank=1,https://www.amazon.com/Dragonvein-Book-One-audiobook/dp/B00YANZXZK/ref=sr_1_1?dchild=1&keywords=Dragonvein%2C+Book+One+Brian+D.+Anderson&qid=1633878579&s=audible&sr=1-1&tag=listenerslist-20,3.84,2442,,,,,,,,
Archmage,"Legend of Drizzt: Homecoming, Book 1",R. A. Salvatore,https://www.audible.com/pd/Archmage-Audiobook/B0118JEFUW?ref=a_ep_vital-_c10_lProduct_1_27&pf_rd_p=b5bc1cb6-7c09-4488-b6b8-1a4836c0eb64&pf_rd_r=9CB7M40R8BCPA0J0BA3Y,https://m.media-amazon.com/images/I/51QXuYeMH6L._SL500_.jpg,"Sci-Fi & Fantasy, $6 Titles",https://www.goodreads.com/book/show/23883752-archmage?from_search=true&from_srp=true&qid=ZC40C7f71R&rank=1,https://www.amazon.com/Archmage-R-A-Salvatore-audiobook/dp/B011879DJM/ref=sr_1_1?dchild=1&keywords=Archmage+R.+A.+Salvatore&qid=1633878583&s=audible&sr=1-1&tag=listenerslist-20,4.35,3897,,,,,,,,
Sandman Slim,,Richard Kadrey,https://www.audible.com/pd/Sandman-Slim-Audiobook/B002V00TB2?ref=a_ep_vital-_c10_lProduct_1_28&pf_rd_p=b5bc1cb6-7c09-4488-b6b8-1a4836c0eb64&pf_rd_r=9CB7M40R8BCPA0J0BA3Y,https://m.media-amazon.com/images/I/51gJ8RXwSlL._SL500_.jpg,"Sci-Fi & Fantasy, $5 Titles",https://www.goodreads.com/book/show/5776788-sandman-slim?from_search=true&from_srp=true&qid=gfzpFycvRe&rank=1,https://www.amazon.com/Sandman-Slim-Richard-Kadrey-audiobook/dp/B002IFLWF2/ref=sr_1_1?dchild=1&keywords=Sandman+Slim+Richard+Kadrey&qid=1633878586&s=audible&sr=1-1&tag=listenerslist-20,3.94,34211,,,,,,,,
The Companions,"Forgotten Realms: The Sundering, Book 1",R.A. Salvatore,https://www.audible.com/pd/The-Companions-Audiobook/B00EAGFG8Q?ref=a_ep_vital-_c10_lProduct_1_29&pf_rd_p=b5bc1cb6-7c09-4488-b6b8-1a4836c0eb64&pf_rd_r=9CB7M40R8BCPA0J0BA3Y,https://m.media-amazon.com/images/I/51miyrkea4L._SL500_.jpg,"Sci-Fi & Fantasy, $6 Titles",https://www.goodreads.com/book/show/16142151-the-companions?from_search=true&from_srp=true&qid=UGSGjMvzHT&rank=1,https://www.amazon.com/The-Companions-R-A-Salvatore-audiobook/dp/B00ECDSI7S/ref=sr_1_1?dchild=1&keywords=The+Companions+R.A.+Salvatore&qid=1633878587&s=audible&sr=1-1&tag=listenerslist-20,4.35,7578,,,,,,,,
Parable of the Talents,,Octavia E. Butler,https://www.audible.com/pd/Parable-of-the-Talents-Audiobook/B0036M2HXW?ref=a_ep_vital-_c10_lProduct_1_30&pf_rd_p=b5bc1cb6-7c09-4488-b6b8-1a4836c0eb64&pf_rd_r=9CB7M40R8BCPA0J0BA3Y,https://m.media-amazon.com/images/I/41-VCrQsUDL._SL500_.jpg,"Sci-Fi & Fantasy, $6 Titles",https://www.goodreads.com/book/show/60932.Parable_of_the_Talents?from_search=true&from_srp=true&qid=v0fU1RPTKE&rank=1,https://www.amazon.com/Parable-of-Talents-audiobook/dp/B000VZPWG6/ref=sr_1_1?dchild=1&keywords=Parable+of+the+Talents+Octavia+E.+Butler&qid=1633878590&s=audible&sr=1-1&tag=listenerslist-20,4.28,35941,,,,,,,,
"Vanguard: The Genesis Fleet, Book 1",,Jack Campbell,https://www.audible.com/pd/Vanguard-The-Genesis-Fleet-Book-1-Audiobook/B06XRT68XP?ref=a_ep_vital-_c10_lProduct_1_31&pf_rd_p=b5bc1cb6-7c09-4488-b6b8-1a4836c0eb64&pf_rd_r=9CB7M40R8BCPA0J0BA3Y,https://m.media-amazon.com/images/I/61Mci6+h3kL._SL500_.jpg,"Sci-Fi & Fantasy, $5 Titles",https://www.goodreads.com/book/show/31753882-vanguard?from_search=true&from_srp=true&qid=drLms4jmeI&rank=1,https://www.amazon.com/Vanguard-Jack-Campbell-audiobook/dp/B06XS3LK9T/ref=sr_1_1?dchild=1&keywords=Vanguard%3A+The+Genesis+Fleet%2C+Book+1+Jack+Campbell&qid=1633878592&s=audible&sr=1-1&tag=listenerslist-20,4.03,2739,,,,,,,,
Ruins of the Galaxy,"Ruins of the Galaxy, Book 1","Christopher Hopper, J. N. Chaney",https://www.audible.com/pd/Ruins-of-the-Galaxy-Audiobook/1774240807?ref=a_ep_vital-_c10_lProduct_1_32&pf_rd_p=b5bc1cb6-7c09-4488-b6b8-1a4836c0eb64&pf_rd_r=9CB7M40R8BCPA0J0BA3Y,https://m.media-amazon.com/images/I/51SzgJG4ZRL._SL500_.jpg,"Sci-Fi & Fantasy, $6 Titles",https://www.goodreads.com/book/show/52393324-ruins-of-the-galaxy?from_search=true&from_srp=true&qid=YBDGpukUWo&rank=1,https://www.amazon.com/Ruins-Galaxy-Book/dp/B0859J9Q11/ref=sr_1_1?dchild=1&keywords=Ruins+of+the+Galaxy+Christopher+Hopper%2C+J.+N.+Chaney&qid=1633878594&s=audible&sr=1-1&tag=listenerslist-20,4.18,1005,,,,,,,,
The Poppy War,A Novel,R. F. Kuang,https://www.audible.com/pd/The-Poppy-War-Audiobook/B079T7NGXQ?ref=a_ep_vital-_c10_lProduct_1_33&pf_rd_p=b5bc1cb6-7c09-4488-b6b8-1a4836c0eb64&pf_rd_r=9CB7M40R8BCPA0J0BA3Y,https://m.media-amazon.com/images/I/51ZZrndulzL._SL500_.jpg,"Sci-Fi & Fantasy, $7 Titles",https://www.goodreads.com/book/show/35068705-the-poppy-war?from_search=true&from_srp=true&qid=LGHDPcihYI&rank=1,https://www.amazon.com/The-Burning-God/dp/B084ZTSLPJ/ref=sr_1_1?dchild=1&keywords=The+Poppy+War+R.+F.+Kuang&qid=1633878596&s=audible&sr=1-1&tag=listenerslist-20,4.06,88621,,,,,,,,
The Second Ship,"The Rho Agenda, Book 1",Richard Phillips,https://www.audible.com/pd/The-Second-Ship-Audiobook/B009G84ND2?ref=a_ep_vital-_c10_lProduct_1_34&pf_rd_p=b5bc1cb6-7c09-4488-b6b8-1a4836c0eb64&pf_rd_r=9CB7M40R8BCPA0J0BA3Y,https://m.media-amazon.com/images/I/41UW4OsSxrL._SL500_.jpg,"Sci-Fi & Fantasy, $5 Titles",https://www.goodreads.com/book/show/6344534-the-second-ship?from_search=true&from_srp=true&qid=7mgjtAxVN3&rank=1,https://www.amazon.com/The-Second-Ship-Richard-Phillips-audiobook/dp/B009KF1DQG/ref=sr_1_1?dchild=1&keywords=The+Second+Ship+Richard+Phillips&qid=1633878598&s=audible&sr=1-1&tag=listenerslist-20,3.77,11040,,,,,,,,
Kushiel's Dart,,Jacqueline Carey,https://www.audible.com/pd/Kushiels-Dart-Audiobook/B002V8HEEE?ref=a_ep_vital-_c10_lProduct_1_35&pf_rd_p=b5bc1cb6-7c09-4488-b6b8-1a4836c0eb64&pf_rd_r=9CB7M40R8BCPA0J0BA3Y,https://m.media-amazon.com/images/I/5154sViDkaL._SL500_.jpg,"Sci-Fi & Fantasy, $7 Titles",https://www.goodreads.com/book/show/153008.Kushiel_s_Dart?from_search=true&from_srp=true&qid=iAV017wj4q&rank=1,https://www.amazon.com/Kushiels-Dart-Jacqueline-Carey-audiobook/dp/B001RMWBMU/ref=sr_1_1?dchild=1&keywords=Kushiel-s+Dart+Jacqueline+Carey&qid=1633878601&s=audible&sr=1-1&tag=listenerslist-20,3.98,81638,,,,,,,,
Where the Hell Is Tesla?,A Novel,Rob Dircks,https://www.audible.com/pd/Where-the-Hell-Is-Tesla-Audiobook/B00V3YD7S4?ref=a_ep_vital-_c10_lProduct_1_36&pf_rd_p=b5bc1cb6-7c09-4488-b6b8-1a4836c0eb64&pf_rd_r=9CB7M40R8BCPA0J0BA3Y,https://m.media-amazon.com/images/I/51zqatQr7LL._SL500_.jpg,"Sci-Fi & Fantasy, $5 Titles",https://www.goodreads.com/book/show/53021295-where-the-hell-is-tesla?from_search=true&from_srp=true&qid=pVfSIwUisT&rank=1,,3.8,2038,,,,,,,,
