Audible_Title,Audible_Subtitle,Audible_Author,Audible_Link,Image_Link,Audible_Category,Goodreads_Link,Amazon_Link,Goodreads_Rating,Number_of_Ratings
Great American Music: Broadway Musicals,,"Bill Messenger, The Great Courses",https://www.audible.com/pd/Great-American-Music-Broadway-Musicals-Audiobook/B00DGVYSSK?ref=a_ep_black-_c10_lProduct_5_36&pf_rd_p=997cb78a-84f5-4e61-b8e7-bf2bf87c9602&pf_rd_r=6T5KJ3X91465J2DK1AV5,https://m.media-amazon.com/images/I/51eYdHKbv4L._SL500_.jpg,"The Great Courses, $7 Titles",https://www.goodreads.com/book/show/9934153-great-american-music?from_search=true&from_srp=true&qid=ToYJ87o779&rank=1,https://www.amazon.com/Great-American-Music-Broadway-Musicals/dp/B00DTNXUWK/ref=sr_1_1?keywords=Great+American+Music%3A+Broadway+Musicals+Bill+Messenger%2C+The+Great+Courses&qid=1637876366&qsid=141-7222607-6625441&s=audible&sr=1-1&sres=B00DTNXUWK&tag=listenerslist-20,4.01,129
"Understanding Literature and Life: Drama, Poetry and Narrative",,"Arnold Weinstein, The Great Courses",https://www.audible.com/pd/Understanding-Literature-and-Life-Drama-Poetry-and-Narrative-Audiobook/B00DJBWWAI?ref=a_ep_black-_c10_lProduct_5_37&pf_rd_p=997cb78a-84f5-4e61-b8e7-bf2bf87c9602&pf_rd_r=6T5KJ3X91465J2DK1AV5,https://m.media-amazon.com/images/I/41ADLLnAD8L._SL500_.jpg,"The Great Courses, $7 Titles",https://www.goodreads.com/book/show/2287760.Understanding_Literature_and_Life?from_search=true&from_srp=true&qid=iRyK5SA2nE&rank=1,https://www.amazon.com/Understanding-Literature-Life-Poetry-Narrative/dp/B00DTO5R9S/ref=sr_1_1?keywords=Understanding+Literature+and+Life%3A+Drama%2C+Poetry+and+Narrative+Arnold+Weinstein%2C+The+Great+Courses&qid=1637876368&qsid=141-7222607-6625441&s=audible&sr=1-1&sres=B00DTO5R9S%2CB00DTNVAUO&srpt=ABIS_BOOK&tag=listenerslist-20,4.20,81
Memory and the Human Lifespan,,"Steve Joordens, The Great Courses",https://www.audible.com/pd/Memory-and-the-Human-Lifespan-Audiobook/B00DENSQ5Q?ref=a_ep_black-_c10_lProduct_5_38&pf_rd_p=997cb78a-84f5-4e61-b8e7-bf2bf87c9602&pf_rd_r=6T5KJ3X91465J2DK1AV5,https://m.media-amazon.com/images/I/413lPoU5JbL._SL500_.jpg,"The Great Courses, $7 Titles",https://www.goodreads.com/book/show/25288823-memory-and-the-human-lifespan?from_search=true&from_srp=true&qid=8cGibYQjty&rank=1,https://www.amazon.com/Memory-and-Human-Lifespan-audiobook/dp/B00DTO4RL2/ref=sr_1_1?keywords=Memory+and+the+Human+Lifespan+Steve+Joordens%2C+The+Great+Courses&qid=1637876370&qsid=141-7222607-6625441&s=audible&sr=1-1&sres=B00DTO4RL2&srpt=ABIS_BOOK&tag=listenerslist-20,4.10,116
The Symphony,,"Robert Greenberg, The Great Courses",https://www.audible.com/pd/The-Symphony-Audiobook/B00DL2ET24?ref=a_ep_black-_c10_lProduct_5_39&pf_rd_p=997cb78a-84f5-4e61-b8e7-bf2bf87c9602&pf_rd_r=6T5KJ3X91465J2DK1AV5,https://m.media-amazon.com/images/I/41O85wcy67L._SL500_.jpg,"The Great Courses, $7 Titles",https://www.goodreads.com/book/show/6006935-the-symphony?from_search=true&from_srp=true&qid=MeSoZdxc4a&rank=1,https://www.amazon.com/The-Symphonies-of-Beethoven-audiobook/dp/B00DTO4LKY/ref=sr_1_1?keywords=The+Symphony+Robert+Greenberg%2C+The+Great+Courses&qid=1637876373&qsid=141-7222607-6625441&s=audible&sr=1-1&sres=B00DTO4LKY%2CB00DTO5HWK%2CB00DTNV9LY%2CB00DTNWCWE%2CB00DTNW0EE%2CB00DTNVP86%2CB00DTNVRNE%2CB00DTNVSDI%2CB00DTO68TG%2CB00DTNWAYE%2CB00DTNVUYA&tag=listenerslist-20,4.51,96
The Nature of Matter: Understanding the Physical World,,"David W. Ball, The Great Courses",https://www.audible.com/pd/The-Nature-of-Matter-Understanding-the-Physical-World-Audiobook/B00W3ZENDA?ref=a_ep_black-_c10_lProduct_5_40&pf_rd_p=997cb78a-84f5-4e61-b8e7-bf2bf87c9602&pf_rd_r=6T5KJ3X91465J2DK1AV5,https://m.media-amazon.com/images/I/51Jn5OSj-GL._SL500_.jpg,"The Great Courses, $7 Titles",https://www.goodreads.com/book/show/33554844-the-nature-of-matter?from_search=true&from_srp=true&qid=iMu3KHmD1C&rank=1,https://www.amazon.com/Nature-Matter-Understanding-Physical-World/dp/B00WYR8ZVS/ref=sr_1_1?keywords=The+Nature+of+Matter%3A+Understanding+the+Physical+World+David+W.+Ball%2C+The+Great+Courses&qid=1637876375&qsid=141-7222607-6625441&s=audible&sr=1-1&sres=B00WYR8ZVS&srpt=ABIS_BOOK&tag=listenerslist-20,4.00,82
Origins of the Human Mind,,"Stephen P. Hinshaw, The Great Courses",https://www.audible.com/pd/Origins-of-the-Human-Mind-Audiobook/B00DH9TI5E?ref=a_ep_black-_c10_lProduct_5_41&pf_rd_p=997cb78a-84f5-4e61-b8e7-bf2bf87c9602&pf_rd_r=6T5KJ3X91465J2DK1AV5,https://m.media-amazon.com/images/I/512WfNvFLxL._SL500_.jpg,"The Great Courses, $7 Titles",https://www.goodreads.com/book/show/25106443-origins-of-the-human-mind?from_search=true&from_srp=true&qid=w7RA3cl5Uh&rank=1,https://www.amazon.com/Origins-of-Human-Mind-audiobook/dp/B00DTO5D1K/ref=sr_1_1?keywords=Origins+of+the+Human+Mind+Stephen+P.+Hinshaw%2C+The+Great+Courses&qid=1637876377&qsid=141-7222607-6625441&s=audible&sr=1-1&sres=B00DTO5D1K&srpt=ABIS_BOOK&tag=listenerslist-20,3.93,120
"Food, Science, and the Human Body",,"Alyssa Crittenden, The Great Courses",https://www.audible.com/pd/Food-Science-and-the-Human-Body-Audiobook/B073PGC83J?ref=a_ep_black-_c10_lProduct_5_42&pf_rd_p=997cb78a-84f5-4e61-b8e7-bf2bf87c9602&pf_rd_r=6T5KJ3X91465J2DK1AV5,https://m.media-amazon.com/images/I/51cu7-6aInL._SL500_.jpg,"The Great Courses, $7 Titles",https://www.goodreads.com/book/show/40529986-food-science-and-the-human-body?from_search=true&from_srp=true&qid=X7HEB01lXS&rank=1,https://www.amazon.com/Food-Science-and-Human-Body-audiobook/dp/B073PGQPWF/ref=sr_1_1?keywords=Food%2C+Science%2C+and+the+Human+Body+Alyssa+Crittenden%2C+The+Great+Courses&qid=1637876380&qsid=141-7222607-6625441&s=audible&sr=1-1&sres=B073PGQPWF&srpt=ABIS_BOOK&tag=listenerslist-20,3.76,71
"The History of the English Language, 2nd Edition",,"Seth Lerer, The Great Courses",https://www.audible.com/pd/The-History-of-the-English-Language-2nd-Edition-Audiobook/B00DL14KZG?ref=a_ep_black-_c10_lProduct_5_43&pf_rd_p=997cb78a-84f5-4e61-b8e7-bf2bf87c9602&pf_rd_r=6T5KJ3X91465J2DK1AV5,https://m.media-amazon.com/images/I/41BCntTv9hL._SL500_.jpg,"The Great Courses, $7 Titles",,https://www.amazon.com/History-English-Language-2nd/dp/B00DTO56NU/ref=sr_1_1?keywords=The+History+of+the+English+Language%2C+2nd+Edition+Seth+Lerer%2C+The+Great+Courses&qid=1637876382&qsid=141-7222607-6625441&s=audible&sr=1-1&sres=B00DTO56NU&srpt=ABIS_BOOK&tag=listenerslist-20,,
Rome and the Barbarians,,"Kenneth W. Harl, The Great Courses",https://www.audible.com/pd/Rome-and-the-Barbarians-Audiobook/B00DHKJ6V4?ref=a_ep_black-_c10_lProduct_5_44&pf_rd_p=997cb78a-84f5-4e61-b8e7-bf2bf87c9602&pf_rd_r=6T5KJ3X91465J2DK1AV5,https://m.media-amazon.com/images/I/41m6Op3GpFL._SL500_.jpg,"The Great Courses, $7 Titles",https://www.goodreads.com/book/show/9278454-rome-and-the-barbarians?from_search=true&from_srp=true&qid=9E6j3M5B9S&rank=1,https://www.amazon.com/Rome-and-Barbarians-audiobook/dp/B00DTO5ZFO/ref=sr_1_1?keywords=Rome+and+the+Barbarians+Kenneth+W.+Harl%2C+The+Great+Courses&qid=1637876384&qsid=141-7222607-6625441&s=audible&sr=1-1&sres=B00DTO5ZFO&srpt=ABIS_BOOK&tag=listenerslist-20,4.08,195
The History of World Literature,,"Grant L. Voth, The Great Courses",https://www.audible.com/pd/The-History-of-World-Literature-Audiobook/B00DCD0OXU?ref=a_ep_black-_c10_lProduct_5_45&pf_rd_p=997cb78a-84f5-4e61-b8e7-bf2bf87c9602&pf_rd_r=6T5KJ3X91465J2DK1AV5,https://m.media-amazon.com/images/I/41fvHWQx2LL._SL500_.jpg,"The Great Courses, $7 Titles",https://www.goodreads.com/book/show/7484711-the-history-of-world-literature?from_search=true&from_srp=true&qid=bBEtYPiCXV&rank=1,https://www.amazon.com/History-of-World-Literature-audiobook/dp/B00DTO6FWG/ref=sr_1_1?keywords=The+History+of+World+Literature+Grant+L.+Voth%2C+The+Great+Courses&qid=1637876386&qsid=141-7222607-6625441&s=audible&sr=1-1&sres=B00DTO6FWG%2CB00DTO53VU%2CB01485INJM&tag=listenerslist-20,4.39,260
Great World Religions: Islam,,"John L. Esposito, The Great Courses",https://www.audible.com/pd/Great-World-Religions-Islam-Audiobook/B00DGVYJTI?ref=a_ep_black-_c10_lProduct_5_46&pf_rd_p=997cb78a-84f5-4e61-b8e7-bf2bf87c9602&pf_rd_r=6T5KJ3X91465J2DK1AV5,https://m.media-amazon.com/images/I/5149vFGLE7L._SL500_.jpg,"The Great Courses, $7 Titles",https://www.goodreads.com/book/show/2523658.Great_World_Religions?from_search=true&from_srp=true&qid=7GmoA7RoEI&rank=1,https://www.amazon.com/Great-World-Religions-Islam-audiobook/dp/B00DTNY4A2/ref=sr_1_1?keywords=Great+World+Religions%3A+Islam+John+L.+Esposito%2C+The+Great+Courses&qid=1637876389&qsid=141-7222607-6625441&s=audible&sr=1-1&sres=B00DTNY4A2&srpt=ABIS_BOOK&tag=listenerslist-20,3.65,272
Introduction to Judaism,,"Shai Cherry, The Great Courses",https://www.audible.com/pd/Introduction-to-Judaism-Audiobook/B00DCWWA4W?ref=a_ep_black-_c10_lProduct_5_47&pf_rd_p=997cb78a-84f5-4e61-b8e7-bf2bf87c9602&pf_rd_r=6T5KJ3X91465J2DK1AV5,https://m.media-amazon.com/images/I/41oM8po09TL._SL500_.jpg,"The Great Courses, $7 Titles",https://www.goodreads.com/book/show/1437345.Introduction_to_Judaism?from_search=true&from_srp=true&qid=kJ9qLKWaLd&rank=1,https://www.amazon.com/Introduction-to-Judaism-audiobook/dp/B00DTO3WFO/ref=sr_1_1?keywords=Introduction+to+Judaism+Shai+Cherry%2C+The+Great+Courses&qid=1637876391&qsid=141-7222607-6625441&s=audible&sr=1-1&sres=B00DTO3WFO&tag=listenerslist-20,4.16,119
How to Boost Your Physical and Mental Energy,,"Kimberlee Bethany Bonura, The Great Courses",https://www.audible.com/pd/How-to-Boost-Your-Physical-and-Mental-Energy-Audiobook/B013IJFLRQ?ref=a_ep_black-_c10_lProduct_5_48&pf_rd_p=997cb78a-84f5-4e61-b8e7-bf2bf87c9602&pf_rd_r=6T5KJ3X91465J2DK1AV5,https://m.media-amazon.com/images/I/51Ft6CfREpL._SL500_.jpg,"The Great Courses, $7 Titles",https://www.goodreads.com/book/show/30053672-how-to-boost-your-physical-and-mental-energy?from_search=true&from_srp=true&qid=4CcH81DSQN&rank=1,https://www.amazon.com/Boost-Your-Physical-Mental-Energy/dp/B01485IRLQ/ref=sr_1_1?keywords=How+to+Boost+Your+Physical+and+Mental+Energy+Kimberlee+Bethany+Bonura%2C+The+Great+Courses&qid=1637876393&qsid=141-7222607-6625441&s=audible&sr=1-1&sres=B01485IRLQ&srpt=ABIS_BOOK&tag=listenerslist-20,3.63,108
The Fall of the Pagans and the Origins of Medieval Christianity,,"Kenneth W. Harl, The Great Courses",https://www.audible.com/pd/The-Fall-of-the-Pagans-and-the-Origins-of-Medieval-Christianity-Audiobook/B00DEH8UCQ?ref=a_ep_black-_c10_lProduct_5_49&pf_rd_p=997cb78a-84f5-4e61-b8e7-bf2bf87c9602&pf_rd_r=6T5KJ3X91465J2DK1AV5,https://m.media-amazon.com/images/I/51beoM8evtL._SL500_.jpg,"The Great Courses, $5 Titles, $7 Titles",https://www.goodreads.com/book/show/23510721-fall-of-the-pagans-and-the-origins-of-medieval-christianity?from_search=true&from_srp=true&qid=us2BC1TV9K&rank=1,https://www.amazon.com/Fall-Pagans-Origins-Medieval-Christianity/dp/B00DTO58QU/ref=sr_1_1?keywords=The+Fall+of+the+Pagans+and+the+Origins+of+Medieval+Christianity+Kenneth+W.+Harl%2C+The+Great+Courses&qid=1637876395&qsid=141-7222607-6625441&s=audible&sr=1-1&sres=B00DTO58QU&srpt=ABIS_BOOK&tag=listenerslist-20,4.08,200
The Big History of Civilizations,,"Craig G. Benjamin, The Great Courses",https://www.audible.com/pd/The-Big-History-of-Civilizations-Audiobook/B01MQNGLJQ?ref=a_ep_black-_c10_lProduct_5_50&pf_rd_p=997cb78a-84f5-4e61-b8e7-bf2bf87c9602&pf_rd_r=6T5KJ3X91465J2DK1AV5,https://m.media-amazon.com/images/I/61ccuw8nPnL._SL500_.jpg,"The Great Courses, $6 Titles, $7 Titles",https://www.goodreads.com/book/show/33983026-the-big-history-of-civilizations?from_search=true&from_srp=true&qid=gYpWFmNceU&rank=1,https://www.amazon.com/Big-History-of-Civilizations-audiobook/dp/B01N1JOKP9/ref=sr_1_1?keywords=The+Big+History+of+Civilizations+Craig+G.+Benjamin%2C+The+Great+Courses&qid=1637876398&qsid=141-7222607-6625441&s=audible&sr=1-1&sres=B01N1JOKP9&srpt=ABIS_BOOK&tag=listenerslist-20,3.86,132
The Era of the Crusades,,"Kenneth W. Harl, The Great Courses",https://www.audible.com/pd/The-Era-of-the-Crusades-Audiobook/B00D8HYQDE?ref=a_ep_black-_c10_lProduct_6_1&pf_rd_p=997cb78a-84f5-4e61-b8e7-bf2bf87c9602&pf_rd_r=CJT1E2G6YDSSP2A2JV4T,https://m.media-amazon.com/images/I/51PJXWh925L._SL500_.jpg,"The Great Courses, $7 Titles",https://www.goodreads.com/book/show/1437343.The_Era_of_the_Crusades?from_search=true&from_srp=true&qid=fIeGKY0fFb&rank=1,https://www.amazon.com/The-Era-of-Crusades-audiobook/dp/B00DTNWPPS/ref=sr_1_1?keywords=The+Era+of+the+Crusades+Kenneth+W.+Harl%2C+The+Great+Courses&qid=1637876400&qsid=141-7222607-6625441&s=audible&sr=1-1&sres=B00DTNWPPS&srpt=ABIS_BOOK&tag=listenerslist-20,3.99,183
The World of Byzantium,,"Kenneth W. Harl, The Great Courses",https://www.audible.com/pd/The-World-of-Byzantium-Audiobook/B00DJ8JAY2?ref=a_ep_black-_c10_lProduct_6_2&pf_rd_p=997cb78a-84f5-4e61-b8e7-bf2bf87c9602&pf_rd_r=CJT1E2G6YDSSP2A2JV4T,https://m.media-amazon.com/images/I/41Ff8QaNLEL._SL500_.jpg,"The Great Courses, $7 Titles, $7 Titles",https://www.goodreads.com/book/show/23360462-the-world-of-byzantium?from_search=true&from_srp=true&qid=UMk3Sf7ski&rank=1,https://www.amazon.com/The-World-of-Byzantium-audiobook/dp/B00DTO6602/ref=sr_1_1?keywords=The+World+of+Byzantium+Kenneth+W.+Harl%2C+The+Great+Courses&qid=1637876402&qsid=141-7222607-6625441&s=audible&sr=1-1&sres=B00DTO6602&srpt=ABIS_BOOK&tag=listenerslist-20,4.05,246
Understanding Cultural and Human Geography,,"Paul Robbins, The Great Courses",https://www.audible.com/pd/Understanding-Cultural-and-Human-Geography-Audiobook/B00OBVT4ME?ref=a_ep_black-_c10_lProduct_6_3&pf_rd_p=997cb78a-84f5-4e61-b8e7-bf2bf87c9602&pf_rd_r=CJT1E2G6YDSSP2A2JV4T,https://m.media-amazon.com/images/I/51+RJmOXhRL._SL500_.jpg,"The Great Courses, $7 Titles",https://www.goodreads.com/book/show/34607451-understanding-cultural-and-human-geography?from_search=true&from_srp=true&qid=VcHrXQCd07&rank=1,https://www.amazon.com/Understanding-Cultural-and-Human-Geography/dp/B00OUI32NU/ref=sr_1_1?keywords=Understanding+Cultural+and+Human+Geography+Paul+Robbins%2C+The+Great+Courses&qid=1637876405&qsid=141-7222607-6625441&s=audible&sr=1-1&sres=B00OUI32NU&srpt=ABIS_BOOK&tag=listenerslist-20,4.15,171
"The Terror of History: Mystics, Heretics, and Witches in the Western Tradition",,"Teofilo F. Ruiz, The Great Courses",https://www.audible.com/pd/The-Terror-of-History-Mystics-Heretics-and-Witches-in-the-Western-Tradition-Audiobook/B00DICEHIS?ref=a_ep_black-_c10_lProduct_6_4&pf_rd_p=997cb78a-84f5-4e61-b8e7-bf2bf87c9602&pf_rd_r=CJT1E2G6YDSSP2A2JV4T,https://m.media-amazon.com/images/I/51zCKMqRZgL._SL500_.jpg,"The Great Courses, $7 Titles",https://www.goodreads.com/book/show/972296.The_Terror_of_History?from_search=true&from_srp=true&qid=cnGY4PeGuB&rank=1,https://www.amazon.com/Terror-History-Mystics-Heretics-Tradition/dp/B00DTO4MI0/ref=sr_1_1?keywords=The+Terror+of+History%3A+Mystics%2C+Heretics%2C+and+Witches+in+the+Western+Tradition+Teofilo+F.+Ruiz%2C+The+Great+Courses&qid=1637876407&qsid=141-7222607-6625441&s=audible&sr=1-1&sres=B00DTO4MI0&srpt=ABIS_BOOK&tag=listenerslist-20,3.73,221
The Long 19th Century: European History from 1789 to 1917,,"Robert I. Weiner, The Great Courses",https://www.audible.com/pd/The-Long-19th-Century-European-History-from-1789-to-1917-Audiobook/B00DD54JR4?ref=a_ep_black-_c10_lProduct_6_5&pf_rd_p=997cb78a-84f5-4e61-b8e7-bf2bf87c9602&pf_rd_r=CJT1E2G6YDSSP2A2JV4T,https://m.media-amazon.com/images/I/51v+kSxjewL._SL500_.jpg,"The Great Courses, $7 Titles",https://www.goodreads.com/book/show/1883263.The_Long_19th_Century?from_search=true&from_srp=true&qid=RTu1ofKAa2&rank=1,https://www.amazon.com/Long-19th-Century-European-History/dp/B00DTO4C0S/ref=sr_1_1?keywords=The+Long+19th+Century%3A+European+History+from+1789+to+1917+Robert+I.+Weiner%2C+The+Great+Courses&qid=1637876410&qsid=141-7222607-6625441&s=audible&sr=1-1&sres=B00DTO4C0S&srpt=ABIS_BOOK&tag=listenerslist-20,3.87,168
Understanding the Inventions That Changed the World,,"W. Bernard Carlson, The Great Courses",https://www.audible.com/pd/Understanding-the-Inventions-That-Changed-the-World-Audiobook/1682769984?ref=a_ep_black-_c10_lProduct_6_6&pf_rd_p=997cb78a-84f5-4e61-b8e7-bf2bf87c9602&pf_rd_r=CJT1E2G6YDSSP2A2JV4T,https://m.media-amazon.com/images/I/5173Qx6+MEL._SL500_.jpg,"The Great Courses, $7 Titles",https://www.goodreads.com/book/show/43703248-understanding-the-inventions-that-changed-the-world?from_search=true&from_srp=true&qid=QdtuAxSCXH&rank=1,https://www.amazon.com/Understanding-Inventions-That-Changed-World/dp/B07K8X63TN/ref=sr_1_1?keywords=Understanding+the+Inventions+That+Changed+the+World+W.+Bernard+Carlson%2C+The+Great+Courses&qid=1637876412&qsid=141-7222607-6625441&s=audible&sr=1-1&sres=B07K8X63TN&srpt=ABIS_BOOK&tag=listenerslist-20,3.80,61
The Roman Empire: From Augustus to the Fall of Rome,,"Gregory S. Aldrete, The Great Courses",https://www.audible.com/pd/The-Roman-Empire-From-Augustus-to-the-Fall-of-Rome-Audiobook/B07MDHVBLY?ref=a_ep_black-_c10_lProduct_6_7&pf_rd_p=997cb78a-84f5-4e61-b8e7-bf2bf87c9602&pf_rd_r=CJT1E2G6YDSSP2A2JV4T,https://m.media-amazon.com/images/I/51sFwHWtFxL._SL500_.jpg,"The Great Courses, $7 Titles, $7 Titles",https://www.goodreads.com/book/show/43899880-the-roman-empire?from_search=true&from_srp=true&qid=eTczEBaMFu&rank=1,https://www.amazon.com/Roman-Empire-Augustus-Fall-Rome/dp/B07MKS1PV1/ref=sr_1_1?keywords=The+Roman+Empire%3A+From+Augustus+to+the+Fall+of+Rome+Gregory+S.+Aldrete%2C+The+Great+Courses&qid=1637876415&qsid=141-7222607-6625441&s=audible&sr=1-1&sres=B07MKS1PV1&srpt=ABIS_BOOK&tag=listenerslist-20,4.34,151
Classics of Russian Literature,,"The Great Courses, Irwin Weil",https://www.audible.com/pd/Classics-of-Russian-Literature-Audiobook/B00D99STMA?ref=a_ep_black-_c10_lProduct_6_8&pf_rd_p=997cb78a-84f5-4e61-b8e7-bf2bf87c9602&pf_rd_r=CJT1E2G6YDSSP2A2JV4T,https://m.media-amazon.com/images/I/4146rAiEAYL._SL500_.jpg,"The Great Courses, $7 Titles",https://www.goodreads.com/book/show/57758997-classics-of-russian-literature-the-great-courses?from_search=true&from_srp=true&qid=Nqt85ZIDia&rank=1,https://www.amazon.com/Classics-of-Russian-Literature-audiobook/dp/B00DTNWHWO/ref=sr_1_1?keywords=Classics+of+Russian+Literature+The+Great+Courses%2C+Irwin+Weil&qid=1637876417&qsid=141-7222607-6625441&s=audible&sr=1-1&sres=B00DTNWHWO%2CB001JHT89W%2CB006D23OPW%2CB00DOI1J5A%2CB08DYDQH87&tag=listenerslist-20,5.00,2
The Symphonies of Beethoven,,"Robert Greenberg, The Great Courses",https://www.audible.com/pd/The-Symphonies-of-Beethoven-Audiobook/B00DICFUIY?ref=a_ep_black-_c10_lProduct_6_9&pf_rd_p=997cb78a-84f5-4e61-b8e7-bf2bf87c9602&pf_rd_r=CJT1E2G6YDSSP2A2JV4T,https://m.media-amazon.com/images/I/41ThEDG0S6L._SL500_.jpg,"The Great Courses, $7 Titles",https://www.goodreads.com/book/show/51960615-the-great-courses?from_search=true&from_srp=true&qid=FZCHZ9eDod&rank=1,https://www.amazon.com/The-Symphonies-of-Beethoven-audiobook/dp/B00DTO4LKY/ref=sr_1_1?keywords=The+Symphonies+of+Beethoven+Robert+Greenberg%2C+The+Great+Courses&qid=1637876420&qsid=141-7222607-6625441&s=audible&sr=1-1&sres=B00DTO4LKY%2CB00DTNW0EE%2CB00DTNVP86%2CB00DTO5HWK%2CB00DTNV9LY%2CB00DTO68TG%2CB00DTNVSDI%2CB00DTNVRNE%2CB00DTNWAYE&tag=listenerslist-20,5.00,7
A Brief History of the World,,"Peter N. Stearns, The Great Courses",https://www.audible.com/pd/A-Brief-History-of-the-World-Audiobook/B00D8LLZKC?ref=a_ep_black-_c10_lProduct_6_10&pf_rd_p=997cb78a-84f5-4e61-b8e7-bf2bf87c9602&pf_rd_r=CJT1E2G6YDSSP2A2JV4T,https://m.media-amazon.com/images/I/512yf2qZb2L._SL500_.jpg,"The Great Courses, $7 Titles",https://www.goodreads.com/book/show/5776170-a-brief-history-of-the-world?from_search=true&from_srp=true&qid=iXFUMrBzzh&rank=1,https://www.amazon.com/Brief-History-of-World-audiobook/dp/B00DTNVBP8/ref=sr_1_1?keywords=A+Brief+History+of+the+World+Peter+N.+Stearns%2C+The+Great+Courses&qid=1637876422&qsid=141-7222607-6625441&s=audible&sr=1-1&sres=B00DTNVBP8&srpt=ABIS_BOOK&tag=listenerslist-20,3.65,283
The United States and the Middle East: 1914 to 9/11,,"Salim Yaqub, The Great Courses",https://www.audible.com/pd/The-United-States-and-the-Middle-East-1914-to-9-11-Audiobook/B00DL2CIEK?ref=a_ep_black-_c10_lProduct_6_11&pf_rd_p=997cb78a-84f5-4e61-b8e7-bf2bf87c9602&pf_rd_r=CJT1E2G6YDSSP2A2JV4T,https://m.media-amazon.com/images/I/41HDzzcq3sL._SL500_.jpg,"The Great Courses, $7 Titles",https://www.goodreads.com/book/show/44045578-the-great-courses-modern-history-the-united-states-and-the-middle-east?from_search=true&from_srp=true&qid=lYhWYaxZLh&rank=1,https://www.amazon.com/United-States-Middle-East-1914/dp/B00DTO5U4A/ref=sr_1_1?keywords=The+United+States+and+the+Middle+East%3A+1914+to+9%2F11+Salim+Yaqub%2C+The+Great+Courses&qid=1637876424&qsid=141-7222607-6625441&s=audible&sr=1-1&sres=B00DTO5U4A&srpt=ABIS_BOOK&tag=listenerslist-20,4.10,10
The History of the Bible: The Making of the New Testament Canon,,"Bart D. Ehrman, The Great Courses",https://www.audible.com/pd/The-History-of-the-Bible-The-Making-of-the-New-Testament-Canon-Audiobook/B00DEK374E?ref=a_ep_black-_c10_lProduct_6_12&pf_rd_p=997cb78a-84f5-4e61-b8e7-bf2bf87c9602&pf_rd_r=CJT1E2G6YDSSP2A2JV4T,https://m.media-amazon.com/images/I/41smp-WheFL._SL500_.jpg,"The Great Courses, $7 Titles",https://www.goodreads.com/book/show/260600.The_History_of_the_Bible?from_search=true&from_srp=true&qid=R39Re55YX8&rank=1,https://www.amazon.com/History-Bible-Making-Testament-Canon/dp/B00DTO6BP2/ref=sr_1_1?keywords=The+History+of+the+Bible%3A+The+Making+of+the+New+Testament+Canon+Bart+D.+Ehrman%2C+The+Great+Courses&qid=1637876427&qsid=141-7222607-6625441&s=audible&sr=1-1&sres=B00DTO6BP2&srpt=ABIS_BOOK&tag=listenerslist-20,4.19,251
Victorian Britain,,"Patrick N. Allitt, The Great Courses",https://www.audible.com/pd/Victorian-Britain-Audiobook/B00DJ8IRX2?ref=a_ep_black-_c10_lProduct_6_13&pf_rd_p=997cb78a-84f5-4e61-b8e7-bf2bf87c9602&pf_rd_r=CJT1E2G6YDSSP2A2JV4T,https://m.media-amazon.com/images/I/51TZHxLw64L._SL500_.jpg,"The Great Courses, $5 Titles, $7 Titles",https://www.goodreads.com/book/show/2460103.Victorian_Britain?from_search=true&from_srp=true&qid=ThE9q14Rzf&rank=1,https://www.amazon.com/Victorian-Britain-audiobook/dp/B00DTO5W48/ref=sr_1_1?keywords=Victorian+Britain+Patrick+N.+Allitt%2C+The+Great+Courses&qid=1637876429&qsid=141-7222607-6625441&s=audible&sr=1-1&sres=B00DTO5W48&tag=listenerslist-20,4.38,239
America in the Gilded Age and Progressive Era,,"Edward T. O'Donnell, The Great Courses",https://www.audible.com/pd/America-in-the-Gilded-Age-and-Progressive-Era-Audiobook/B00W3ZLVW6?ref=a_ep_black-_c10_lProduct_6_14&pf_rd_p=997cb78a-84f5-4e61-b8e7-bf2bf87c9602&pf_rd_r=CJT1E2G6YDSSP2A2JV4T,https://m.media-amazon.com/images/I/51sOVluxvWL._SL500_.jpg,"The Great Courses, $7 Titles",https://www.goodreads.com/book/show/25597452-america-in-the-gilded-age-and-progressive-era?from_search=true&from_srp=true&qid=j3gOlXqiwb&rank=1,https://www.amazon.com/America-Gilded-Age-Progressive-Era/dp/B00WYR8VS0/ref=sr_1_1?keywords=America+in+the+Gilded+Age+and+Progressive+Era+Edward+T.+O%27Donnell%2C+The+Great+Courses&qid=1637876431&qsid=141-7222607-6625441&s=audible&sr=1-1&sres=B00WYR8VS0&srpt=ABIS_BOOK&tag=listenerslist-20,3.94,157
